 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
9,462675.032445905,10.0,2,-9750653.468550108,46,45,46,-0.02899999999863212,17641.31589908153,-7.840466665745595E-5,-1.1736034E-11,0.0,566.6232511028647,0.25961488857865334,96.63858418166637,LOS,
73,462675.032445905,25.0,0,-9691957.97054116,21,20,21,-1.3410000000003492,18590.21565930918,1.1720310249074817E-4,1.8189894E-12,0.0,382.32126799598336,25.99075912311673,42.874492071568966,NLOS,
74,462675.032445905,47.0,0,-9716140.347629447,42,41,42,0.2789999999986321,18521.18145699799,3.671727426990391E-5,1.8189894E-12,0.0,313.2870656847954,5.53911554440856,96.20730386301875,LOS,
76,462675.032445905,26.0,0,-9728954.12303305,20,19,20,0.8029999999998836,18350.397500064224,-6.378746547852746E-6,1.8189894E-12,0.0,142.50310875102878,-1.104567889124155,-9.879303507506847,NLOS,
17,462675.032445905,14.0,2,-9773457.529130511,34,33,34,0.06699999999909778,18015.600260838866,-1.5447514633196388E-4,1.7220139E-12,0.0,204.6625048071146,28.717004135251045,95.34308172762394,NLOS,
31,462675.032445905,40.0,0,-9629905.137346081,24,23,29,-0.49399999999877764,18377.145314406604,3.2391600204030287E-4,-1.4173341E-12,0.0,169.44023470580578,32.773633532226086,-38.990446738898754,NLOS,
1,462676.0325066332,79.0,2,-9748075.967079256,45,44,45,-0.11500000000160071,18172.379988435656,-9.34504902517511E-6,9.9903213E-13,0.0,35.76891466230154,-0.4010895937681198,14.49490276351571,LOS,
3,462676.0325066332,48.0,2,-9687249.436200108,42,41,42,-0.20300000000133878,17924.681932367384,1.9360695160604567E-4,2.1936709E-11,0.0,283.4259449765086,-0.4370960220694542,31.443148870021105,NLOS,
4,462676.0325066332,61.0,2,-9747275.874315802,43,42,43,-0.13300000000162981,18594.41780224815,-6.772968440315685E-6,3.7683268E-13,0.0,386.3025321736932,-0.44380971789360046,-14.507499977946281,NLOS,
8,462676.0325066332,46.0,2,-9740682.727911465,31,30,31,-0.13300000000162981,17928.54650488496,1.7160561753045778E-5,4.7363823E-12,0.0,283.83301473781466,-7.092069655656815,567.4379409663379,NLOS,
9,462676.0325066332,10.0,2,-9768861.328268152,45,45,46,-0.19499999999970896,17641.121413864195,-7.84046783934897E-5,-1.1736034E-11,0.0,567.1394558697939,-0.5162047669291496,96.30005476251245,LOS,
73,462676.0325066332,25.0,0,-9710176.259732302,21,20,21,0.3280000000013388,18573.76856899634,1.1720310430973756E-4,1.8189894E-12,0.0,365.57438522949815,-16.746882766485214,52.969499446451664,NLOS,
74,462676.0325066332,47.0,0,-9734353.550972465,42,41,42,-0.059999999997671694,18524.71888498217,3.67172760888933E-5,1.8189894E-12,0.0,316.5247012153268,3.2376355305314064,101.21646311506629,LOS,
76,462676.0325066332,26.0,0,-9747157.98863792,20,20,20,-0.8379999999997381,18348.652451563627,-6.378744728863355E-6,1.8189894E-12,0.0,140.45826779678464,-2.044840954244137,-14.207882404327393,NLOS,
17,462676.0325066332,14.0,2,-9791668.889304426,34,33,34,-0.1640000000006694,18015.43734586239,-1.5447514460995E-4,1.7220139E-12,0.0,189.33178674057126,15.33071806654334,98.50904279947281,NLOS,
23,462676.0325066332,41.0,2,-9771346.558327824,50,49,49,-0.17199999999866122,17824.629944212735,-8.684628300967174E-5,5.8095694E-13,0.0,383.2678519934416,-0.6964862644672394,50.80071708932519,LOS,
31,462676.0325066332,40.0,0,-9648101.18152266,24,23,24,0.20499999999810825,18377.351687140763,3.239160006229687E-4,-1.4173341E-12,0.0,157.16876663267612,-12.271468073129654,-51.14142415672541,NLOS,
1,462677.0325673614,79.0,2,-9766283.818617262,45,44,45,-0.024999999997817213,18172.355329182,-9.34504802614299E-6,9.9903213E-13,0.0,35.47241188585758,0.2965027764439583,14.451803643256426,LOS,
3,462677.0325673614,48.0,2,-9705457.272875834,42,41,42,-0.12299999999959255,17924.558492787182,1.9360697354275474E-4,2.1936709E-11,0.0,283.2640862315893,0.16185874491930008,31.391464423388243,NLOS,
4,462677.0325673614,61.0,2,-9765483.73156152,43,42,43,-0.04299999999784632,18594.373986873776,-6.772968063483007E-6,3.7683268E-13,0.0,386.55609358102083,0.253561407327652,-14.545077923685312,NLOS,
8,462677.0325673614,46.0,2,-9758895.703085903,31,30,31,-1.569999999999709,17926.975964859128,1.716056648942804E-5,4.7363823E-12,0.0,274.0673892982304,9.765625439584255,572.5195987075567,NLOS,
9,462677.0325673614,10.0,2,-9787069.036606338,46,45,46,-0.09800000000177533,17641.023626163602,-7.840469014475873E-5,-1.1736565E-11,0.0,566.9528789520264,0.18657691776752472,96.10993338003755,LOS,
73,462677.0325673614,25.0,0,-9728395.064430248,22,21,21,-0.4279999999998836,18574.28920207545,1.1720310612872696E-4,1.8189894E-12,0.0,366.3948107659817,0.8204255364835262,63.87980608269572,NLOS,
74,462677.0325673614,47.0,0,-9752567.180839788,42,41,42,-0.12099999999918509,18525.293473243713,3.671727790788269E-5,1.8189894E-12,0.0,317.39908193424344,0.8743807189166546,106.95193912833929,LOS,
76,462677.0325673614,26.0,0,-9765372.156950846,21,20,20,0.8230000000003201,18359.11171123013,-6.3787429098739645E-6,1.8189894E-12,0.0,151.21731992065907,10.759052123874426,-7.933960787951946,NLOS,
17,462677.0325673614,14.0,2,-9809887.719087783,34,33,34,-1.9399999999986903,18013.49620682001,-1.5447514288793608E-4,1.7220139E-12,0.0,181.45902149751782,7.872765243053436,109.44440577551723,NLOS,
23,462677.0325673614,41.0,2,-9789554.673433423,50,49,50,-0.08000000000174623,17824.550665155053,-8.68462824287148E-5,5.8095694E-13,0.0,383.0085016787052,0.25935031473636627,51.0210602208972,LOS,
31,462677.0325673614,40.0,0,-9666306.686683014,23,23,24,0.07300000000032014,18377.422616809607,3.239159992056345E-4,-1.4173341E-12,0.0,167.05358912795782,9.884822495281696,-53.53162533789873,NLOS,
1,462678.03262808966,79.0,2,-9784491.749571007,45,44,45,0.1889999999984866,18172.542923524976,-9.345047027110866E-6,9.9903213E-13,0.0,34.97852126508951,0.4938906207680702,14.787912715226412,LOS,
3,462678.03262808966,48.0,2,-9723665.148021359,42,41,42,0.10100000000238651,17924.6599255614,1.936069954794638E-4,2.1936709E-11,0.0,282.9016978777945,0.36238835379481316,31.678042236715555,NLOS,
4,462678.03262808966,61.0,2,-9783691.659848787,43,42,43,0.16600000000107684,18594.53986958787,-6.77296768665033E-6,3.7683268E-13,0.0,387.02288369461894,0.4667901135981083,-14.211821854114532,NLOS,
8,462678.03262808966,46.0,2,-9777102.66387033,31,30,31,1.690999999998894,17928.668263290077,1.7160571225810304E-5,4.7363823E-12,0.0,279.6865900978446,-5.619200799614191,571.8866588957608,NLOS,
9,462678.03262808966,10.0,2,-9805276.838112626,46,45,46,0.1110000000007858,17641.13504202664,-7.840470188132323E-5,-1.1736565E-11,0.0,566.525685466826,0.4271934852004051,96.31277696415782,LOS,
73,462678.03262808966,25.0,0,-9746601.911852501,22,21,22,0.23599999999714782,18562.337055906653,1.1720310794771635E-4,1.8189894E-12,0.0,354.7424570545554,-11.652353711426258,63.13262948393822,NLOS,
74,462678.03262808966,47.0,0,-9770771.454567958,42,41,42,0.37299999999959255,18516.085379008204,3.671727972687208E-5,1.8189894E-12,0.0,308.49078015610576,-8.908301778137684,103.63106844574213,LOS,
76,462678.03262808966,26.0,0,-9783583.591288589,21,20,21,-0.013999999999214197,18356.534285303205,-6.378741090884572E-6,1.8189894E-12,0.0,148.93968645110726,-2.2776334695518017,-4.094221897423267,NLOS,
17,462678.03262808966,14.0,2,-9828103.78887226,34,33,34,2.099999999998545,18015.596632264555,-1.544751411659222E-4,1.7220139E-12,0.0,183.81585931777954,-2.356837820261717,117.91956232860684,NLOS,
23,462678.03262808966,41.0,2,-9807762.864214852,50,49,50,0.136000000002241,17824.68623067066,-8.684628184775788E-5,5.8095694E-13,0.0,382.5720287337899,0.43647294491529465,51.616871647536755,LOS,
31,462678.03262808966,40.0,0,-9684511.603128072,23,23,24,0.10499999999956344,18377.528786119074,3.239159977883003E-4,-1.4173341E-12,0.0,166.88870510831475,-0.1648840196430683,-56.21074935793877,NLOS,
1,462679.032688879,79.0,2,-9802700.359931696,45,44,45,0.19800000000032014,18172.750057760626,-9.345046028078683E-6,9.9903213E-13,0.0,33.87516864389181,1.1033526211977005,16.70280611142516,LOS,
