 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
74,462168.4042072695,49.0,0,-498546.5644093156,35,34,35,-0.21299999999973807,18430.818292200565,3.671635277443427E-5,1.8189894E-12,0.0,237.61373133212328,-3.1156580224633217,140.20978114008904,LOS,
23,462168.4042072695,38.0,0,-535502.0439851619,43,42,43,0.43400000000110595,17778.930654123425,-8.684655131699939E-5,5.2702547E-13,0.0,414.0174871571362,0.031430430710315704,52.46262179687619,LOS,
1,462169.4036869249,77.0,0,-530413.0352732912,40,39,40,-0.4349999999976717,18089.51957798004,-9.345535422102282E-6,9.115497E-13,0.0,93.6914523281157,-0.12049732357263565,14.961592398583889,NLOS,
3,462169.4036869249,46.0,0,-469598.4246038012,30,29,31,-0.33000000000174623,17887.556103851646,1.9359583341346893E-4,2.1957989E-11,0.0,295.6287379451096,-0.4190145470201969,40.64271600916982,NLOS,
4,462169.4036869249,66.0,0,-529601.3688500747,46,45,46,-0.45500000000174623,18518.716545909643,-6.77309919873704E-6,1.1113381E-13,0.0,336.0629288330674,-0.2766932137310505,-25.507852368056774,LOS,
9,462169.4036869249,8.0,0,-551191.6656957231,44,43,44,-0.4000000000014552,17598.36986540258,-7.839873397055884E-5,-1.1731217E-11,0.0,584.3068110458553,0.17261281237006187,91.9638892263174,LOS,
74,462169.4036869249,49.0,0,-516728.2633447498,34,34,35,0.2519999999967695,18415.040250234306,3.671635459236685E-5,1.8189894E-12,0.0,232.32842507958412,-5.285306252539158,139.19689141958952,LOS,
23,462169.4036869249,38.0,0,-553685.4932792336,43,42,43,-0.5490000000027067,17768.56227139756,-8.684655079028011E-5,5.2702547E-13,0.0,413.93401496112347,0.08347219601273537,53.19970361888409,LOS,
1,462170.4043248159,77.0,0,-548615.9266981184,40,39,40,0.19900000000052387,18110.64688801393,-9.345534510026519E-6,9.115497E-13,0.0,93.54775581136346,0.14369651675224304,14.15544844046235,NLOS,
3,462170.4043248159,46.0,0,-487802.79267054796,30,29,30,0.1069999999999709,17908.346769295633,1.9359585538413198E-4,2.1957989E-11,0.0,294.3607415705919,1.2679963745176792,41.31952717527747,NLOS,
4,462170.4043248159,66.0,0,-547804.7748434395,46,45,46,0.21299999999973807,18540.325854111463,-6.773099087539084E-6,1.1113381E-13,0.0,336.64681328088045,0.5838844478130341,-25.79966788366437,LOS,
9,462170.4043248159,8.0,0,-569395.0619160682,44,43,44,0.10499999999956344,17618.84276695177,-7.839874570854662E-5,-1.1731217E-11,0.0,584.8454008102417,-0.5385897643864155,91.6587483920157,LOS,
74,462170.4043248159,49.0,0,-534932.7548776343,34,33,35,0.38100000000122236,18438.898311294615,3.6716356412406125E-5,1.8189894E-12,0.0,235.2010147087276,2.8725896291434765,139.99112771824002,LOS,
23,462170.4043248159,38.0,0,-571888.9978121407,43,42,43,0.22300000000177533,17789.25797517225,-8.684655026295047E-5,5.2702547E-13,0.0,414.31149131804705,-0.37747635692358017,53.0065523982048,LOS,
1,462171.4043835891,77.0,0,-566808.7076096795,40,39,40,0.21299999999973807,18100.227494239807,-9.34553359847862E-6,9.115497E-13,0.0,93.43409025296569,0.11366555839776993,13.731527086347342,NLOS,
3,462171.4043835891,46.0,0,-505997.9108037688,30,29,30,0.125,17897.965327296406,1.935958773420795E-4,2.1957989E-11,0.0,292.4748457930982,1.8858957774937153,43.239137034863234,NLOS,
4,462171.4043835891,66.0,0,-565998.8306833208,46,45,46,0.17699999999967986,18529.655203331262,-6.773098976405484E-6,1.1113381E-13,0.0,336.4640671350062,-0.18274614587426186,-24.948900874704123,LOS,
9,462171.4043835891,8.0,0,-587588.6336571351,44,43,44,0.11500000000160071,17608.626284874976,-7.839875743974102E-5,-1.1731217E-11,0.0,584.5765777304769,0.268823079764843,92.02186634764075,LOS,
74,462171.4043835891,49.0,0,-553131.9758251943,34,33,34,-0.10599999999976717,18433.138229142874,3.6716358231392045E-5,1.8189894E-12,0.0,239.93366827443242,4.7326535657048225,146.0075144097209,LOS,
23,462171.4043835891,38.0,0,-590082.7482500188,44,43,43,0.06999999999970896,17778.979309491813,-8.684654973592599E-5,5.2702547E-13,0.0,414.0892448797822,0.2222464382648468,53.552042085677385,LOS,
1,462172.40444242343,77.0,0,-585000.9566368796,40,39,40,-0.03299999999944703,18100.359181370586,-9.345532686930662E-6,9.115497E-13,0.0,93.39853416383266,0.035556089133024216,12.475928917527199,NLOS,
3,462172.40444242343,46.0,0,-524193.6016120091,30,29,30,0.06599999999889405,17897.997786764055,1.9359589930002834E-4,2.1957989E-11,0.0,291.6285441368818,0.846301656216383,45.431629456579685,NLOS,
4,462172.40444242343,66.0,0,-584192.1700619124,46,45,46,-0.06199999999807915,18529.76783278212,-6.773098865271877E-6,1.1113381E-13,0.0,336.27058615908027,-0.1934809759259224,-25.11438761278987,LOS,
9,462172.40444242343,8.0,0,-605781.4106738344,44,43,44,-0.0970000000015716,17608.68934024498,-7.839876917093614E-5,-1.1731217E-11,0.0,584.8324545621872,-0.2558768317103386,91.2904674783349,LOS,
74,462172.40444242343,49.0,0,-571325.4446826577,34,33,34,-0.2989999999990687,18428.486433573067,3.671636005037808E-5,1.8189894E-12,0.0,234.98208024725318,-4.951588027179241,145.97201854735613,LOS,
23,462172.40444242343,38.0,0,-608275.5448059365,44,43,44,-0.06999999999970896,17779.058519601822,-8.68465492089015E-5,5.2702547E-13,0.0,414.2951472364366,-0.2059023566544056,52.84385735541582,LOS,
1,462173.4034808521,77.0,0,-603175.8787315339,40,39,40,0.5720000000001164,18082.17808556184,-9.345531776312801E-6,9.115497E-13,0.0,93.61252324283123,-0.21398907899856567,11.880945403128862,NLOS,
3,462173.4034808521,46.0,0,-542372.2027172334,30,29,30,0.16300000000046566,17879.881726436317,1.9359592123557252E-4,2.1957989E-11,0.0,291.96128268912435,-0.33273855224251747,48.521959625184536,NLOS,
4,462173.4034808521,66.0,0,-602367.3179447614,46,45,46,0.6009999999987485,18511.123555369675,-6.773098754251665E-6,1.1113381E-13,0.0,335.60865320265293,-0.6619329564273357,-25.483822647482157,LOS,
9,462173.4034808521,8.0,0,-623956.5805636868,44,43,44,0.5720000000001164,17590.90166857466,-7.839878089016138E-5,-1.1731217E-11,0.0,584.6647224910557,0.16773207113146782,90.939492829144,LOS,
74,462173.4034808521,49.0,0,-589497.4954994544,34,33,34,0.6209999999991851,18405.60949666053,3.671636186750812E-5,1.8189894E-12,0.0,230.09269025549293,-4.889389991760254,142.50602893903852,LOS,
76,462173.4034808521,28.0,0,-602851.5219414756,25,24,25,0.407999999999447,18243.469737678766,0.0,0.0,0.0,67.9523865133524,-4.6628351509571075,2489.244097881019,NLOS,
23,462173.4034808521,38.0,0,-626451.1034390032,44,43,44,0.5900000000001455,17761.134324736893,-8.684654868241476E-5,5.2702547E-13,0.0,414.2228752821684,0.07227195426821709,52.88529708981514,LOS,
1,462174.40354414633,77.0,0,-621368.793903593,40,39,40,-0.30900000000110595,18100.72826595232,-9.34553086476078E-6,9.115497E-13,0.0,93.5678380690515,0.04468517377972603,10.991699632257223,NLOS,
3,462174.40354414633,46.0,0,-560567.3446839303,30,29,30,-0.3989999999976135,17898.17853014171,1.9359594319361926E-4,2.1957989E-11,0.0,292.9861006960273,-1.0248180069029331,49.865818075835705,NLOS,
4,462174.40354414633,66.0,0,-620561.5043783598,46,45,46,-0.3569999999999709,18530.11739440635,-6.773098643117564E-6,1.1113381E-13,0.0,336.29694171994925,0.6882885172963142,-25.102046836167574,LOS,
9,462174.40354414633,8.0,0,-642150.2611034736,44,43,44,-0.41200000000026193,17608.89449737221,-7.839879262140879E-5,-1.1731217E-11,0.0,584.9716873802245,-0.3069648891687393,90.81182457134128,LOS,
74,462174.40354414633,49.0,0,-607688.3824455403,34,33,34,-0.4510000000009313,18425.274011757225,3.671636368650226E-5,1.8189894E-12,0.0,231.46986597403884,1.3771757185459137,139.58882924169302,LOS,
76,462174.40354414633,28.0,0,-621023.467450656,25,24,25,-0.6189999999987776,18238.129971057177,0.0,0.0,0.0,44.32527995482087,-23.627106558531523,2467.38491595909,NLOS,
23,462174.40354414633,38.0,0,-644645.0374703892,44,43,44,-0.24200000000200816,17779.333482589573,-8.68465481553879E-5,5.2702547E-13,0.0,414.3268521502614,-0.10397686809301376,53.01479537039995,LOS,
1,462175.4046188042,77.0,0,-639580.3713888489,40,39,40,0.29499999999825377,18119.076703641564,-9.345529952286908E-6,9.115497E-13,0.0,94.50906304270029,-0.9412249736487865,9.578050024807453,NLOS,
3,462175.4046188042,46.0,0,-578857.6461673491,30,20,30,-0.5780000000013388,17915.972882024944,1.9359596517387221E-4,2.1957989E-11,0.0,216.83916020020843,76.14694049581885,127.18248259276152,NLOS,
4,462175.4046188042,66.0,0,-638775.2605502307,46,45,46,0.3610000000007858,18548.90920992568,-6.773098531871071E-6,1.1113381E-13,0.0,335.8895899094641,-0.4073518104851246,-24.337250027805567,LOS,
9,462175.4046188042,8.0,0,-660363.0483292043,44,43,44,0.21900000000096043,17626.6862151213,-7.839880436452002E-5,-1.1731217E-11,0.0,586.3796980716288,-1.4080106914043427,90.60412139073014,LOS,
74,462175.4046188042,49.0,0,-625899.9147116356,34,33,34,0.7950000000018917,18445.803136769682,3.671636550733596E-5,1.8189894E-12,0.0,232.81227422505617,1.342408251017332,138.13023279234767,LOS,
76,462175.4046188042,28.0,0,-639202.6395603493,24,23,25,-1.6270000000004075,18246.244322303683,0.0,0.0,0.0,33.252913884818554,-11.072366070002317,2433.565617233515,NLOS,
23,462175.4046188042,38.0,0,-662858.0829915255,44,43,44,0.16200000000026193,17797.31565748155,-8.684654762782808E-5,5.2702547E-13,0.0,415.57562018185854,-1.2487680315971375,53.06906625255942,LOS,
1,462176.4041172158,77.0,0,-657762.3968617357,40,39,40,0.12700000000040745,18090.91695392877,-9.34552904124978E-6,9.115497E-13,0.0,92.08570855483413,2.4233544878661633,9.191218335181475,NLOS,
3,462176.4041172158,46.0,0,-597026.4860383496,20,19,30,-0.12299999999959255,17887.210524175316,1.9359598711951592E-4,2.1957989E-11,0.0,308.3249539807439,-91.48579378053546,113.61635503172874,NLOS,
4,462176.4041172158,66.0,0,-656957.4521873482,46,45,46,0.1349999999983993,18520.052663818,-6.7730984207997424E-6,1.1113381E-13,0.0,337.60722889378667,1.717638984322548,-24.558157313615084,LOS,
9,462176.4041172158,8.0,0,-678546.287506789,44,43,44,0.08699999999953434,17599.197090450674,-7.839881608914105E-5,-1.1731217E-11,0.0,583.2912872508168,3.088410820811987,91.42720632255077,LOS,
74,462176.4041172158,49.0,0,-644081.6997090615,34,33,34,-0.16200000000026193,18416.73880406469,3.671636732530264E-5,1.8189894E-12,0.0,234.32677137851715,1.5144971534609795,137.50319753214717,LOS,
76,462176.4041172158,28.0,0,-657424.0477607995,24,10,25,-1.0760000000009313,18288.770502936095,0.0,0.0,0.0,106.35792523622513,73.10501135140657,2472.5612399838865,NLOS,
23,462176.4041172158,38.0,0,-681041.1828279458,44,43,44,0.08400000000256114,17769.59371347353,-8.684654710109892E-5,5.2702547E-13,0.0,412.755340795964,2.820279385894537,53.756482880562544,LOS,
1,462177.40373390686,77.0,0,-675947.2202891447,40,39,40,-0.09000000000014552,18092.971583992243,-9.345528130104832E-6,9.115497E-13,0.0,92.15229600667953,-0.06658745184540749,9.503793992102146,NLOS,
3,462177.40373390686,46.0,0,-615183.2973474637,21,21,30,0.5040000000008149,17889.958437282592,1.9359600906775686E-4,2.1957989E-11,0.0,323.0884546600282,-14.763500679284334,85.92311915755272,NLOS,
4,462177.40373390686,66.0,0,-675142.4099078439,46,45,46,-0.18599999999787542,18522.117219112813,-6.77309830971527E-6,1.1113381E-13,0.0,337.5806698612869,-0.02655903249979019,-24.111528422683477,LOS,
9,462177.40373390686,8.0,0,-696730.643760588,44,43,44,-0.20499999999810825,17601.102643683553,-7.839882781514963E-5,-1.1731217E-11,0.0,583.4731322787702,-0.1818450279533863,91.26881984621286,LOS,
74,462177.40373390686,49.0,0,-662262.9453738593,35,34,34,0.7229999999981374,18416.20606238395,3.6716369143484476E-5,1.8189894E-12,0.0,231.69548255205154,-2.6312888264656067,134.23828249797225,LOS,
76,462177.40373390686,28.0,0,-675568.5963313915,12,11,24,1.7210000000013679,18210.733129199594,0.0,0.0,0.0,26.222004294395447,-80.13592094182968,2432.598685670644,NLOS,
23,462177.40373390686,38.0,0,-699226.0588015802,43,42,44,-0.1430000000000291,17771.528867591172,-8.684654657430742E-5,5.2702547E-13,0.0,412.9276533611119,-0.17231256514787674,54.12148953601718,LOS,
1,462178.40379714,77.0,0,-694139.8231834136,40,39,40,0.375,18101.412084210664,-9.345527218552862E-6,9.115497E-13,0.0,91.80284722521901,0.3494487814605236,9.50144026428461,NLOS,
3,462178.40379714,46.0,0,-633360.1986565813,31,23,21,0.7129999999997381,17898.503491908312,1.935960310258024E-4,2.1957989E-11,0.0,310.3898560665548,12.698598593473434,70.22548985853791,NLOS,
4,462178.40379714,66.0,0,-693335.5960982777,46,45,46,0.33399999999892316,18530.749412849545,-6.773098198581174E-6,1.1113381E-13,0.0,338.1285016685724,0.5478318072855473,-23.530825942754745,LOS,
9,462178.40379714,8.0,0,-714923.7930511236,44,43,44,0.19399999999950523,17609.25492155552,-7.83988395463964E-5,-1.1731217E-11,0.0,583.4026163928211,0.07051588594913483,91.80907217040658,LOS,
74,462178.40379714,49.0,0,-680450.9473114423,35,34,35,0.22600000000238651,18423.529365394264,3.6716370962478514E-5,1.8189894E-12,0.0,230.9243894442916,-0.7710931077599525,129.63524413108826,LOS,
76,462178.40379714,28.0,0,-693782.9457997344,15,15,24,2.8849999999983993,18281.354160398245,0.0,0.0,0.0,88.74863912537694,62.52663483098149,2454.342632740736,NLOS,
23,462178.40379714,38.0,0,-717419.2975098677,43,42,44,0.25,17779.79881020263,-8.684654604728061E-5,5.2702547E-13,0.0,412.76753030344844,0.1601230576634407,54.75483455136418,LOS,
1,462179.403860312,77.0,0,-712332.6608525217,40,39,40,-0.14400000000023283,18101.175564341247,-9.345526307000952E-6,9.115497E-13,0.0,92.35068054497242,-0.5478333197534084,9.43406892195344,NLOS,
3,462179.403860312,46.0,0,-651553.6822986603,31,30,31,-0.7659999999996217,17898.17296864465,1.9359605298384654E-4,2.1957989E-11,0.0,294.89801982045174,15.491836246103048,70.81040106341243,NLOS,
4,462179.403860312,66.0,0,-711528.610683661,46,45,46,-0.06199999999807915,18530.518499020487,-6.773098087447085E-6,1.1113381E-13,0.0,337.59519385918975,-0.5333078093826771,-23.421520970761776,LOS,
9,462179.403860312,8.0,0,-733116.2130841352,44,43,44,-0.1389999999992142,17608.948502141982,-7.839885127764243E-5,-1.1731217E-11,0.0,583.9991654828191,-0.5965490899980068,91.32027451321483,LOS,
74,462179.403860312,49.0,0,-698641.40799753,39,35,35,-0.3400000000001455,18425.840525064617,3.6716372781472444E-5,1.8189894E-12,0.0,232.93575665727258,2.0113672129809856,127.19116181135178,LOS,
76,462179.403860312,28.0,0,-711982.1543960236,16,15,15,0.7809999999990396,18265.736215516925,0.0,0.0,0.0,72.83090179041028,-15.91773733496666,2460.6459153033793,NLOS,
23,462179.403860312,38.0,0,-735612.1851360202,42,42,43,-0.08400000000256114,17779.5258577317,-8.684654552025384E-5,5.2702547E-13,0.0,413.37539572268724,-0.6078654192388058,54.73730497434735,LOS,
1,462180.40392372845,77.0,0,-730525.1297210976,40,39,40,0.3460000000013679,18101.50436576456,-9.345525395448818E-6,9.115497E-13,0.0,92.3140528537333,0.036627691239118576,8.698104586452246,NLOS,
3,462180.40392372845,46.0,0,-669746.2587391809,31,31,31,0.7789999999986321,17898.40997654572,1.9359607494189604E-4,2.1957989E-11,0.0,295.2703846395016,-0.3723648190498352,70.18831825256348,NLOS,
4,462180.40392372845,66.0,0,-729721.6747845262,46,45,46,0.2809999999990396,18530.829588461667,-6.773097976312969E-6,1.1113381E-13,0.0,337.60779160633683,0.012597747147083282,-23.562492977827787,LOS,
9,462180.40392372845,8.0,0,-751309.2462397218,44,43,44,0.2680000000000291,17609.192684400827,-7.839886300889132E-5,-1.1731217E-11,0.0,584.0531032755971,-0.05393779277801514,91.14480696991086,LOS,
74,462180.40392372845,49.0,0,-716830.4247816876,40,39,39,0.558999999997468,18424.85829371214,3.6716374600466815E-5,1.8189894E-12,0.0,231.65373284369707,-1.2820238135755062,123.0033851005137,LOS,
76,462180.40392372845,28.0,0,-730183.2598370947,17,16,16,-0.8359999999993306,18268.423549052328,0.0,0.0,0.0,75.21844286099076,2.3875410705804825,2468.5462501831353,NLOS,
23,462180.40392372845,38.0,0,-753805.1460634544,42,41,43,0.13300000000162981,17779.770520608872,-8.684654499322691E-5,5.2702547E-13,0.0,413.5252948477864,-0.14989912509918213,54.49328421801329,LOS,
1,462181.4039868394,77.0,0,-748717.3727952652,39,39,40,-0.6100000000005821,18101.26768211648,-9.345524483896963E-6,9.115497E-13,0.0,92.12885871902108,0.18519413471221924,8.03613829985261,NLOS,
3,462181.4039868394,46.0,0,-687941.2130750455,32,31,31,-0.8879999999990105,17898.08229387924,1.9359609689993882E-4,2.1957989E-11,0.0,292.5705854818225,2.699799157679081,72.24392324313521,NLOS,
4,462181.4039868394,66.0,0,-747914.3953176253,46,45,46,-0.6889999999984866,18530.58256240934,-6.773097865178887E-6,1.1113381E-13,0.0,337.66427440568805,0.05648279935121536,-23.747240290045738,LOS,
9,462181.4039868394,8.0,0,-769501.9336244166,43,42,44,-0.6570000000028813,17608.88614678383,-7.839887474013661E-5,-1.1731217E-11,0.0,584.0661664195359,-0.013063143938779831,90.92336099594831,LOS,
74,462181.4039868394,49.0,0,-735017.9384896643,41,40,40,-0.4239999999990687,18423.512060459703,3.671637641946063E-5,1.8189894E-12,0.0,230.6072920486331,-1.0464407950639725,117.61232466623187,LOS,
76,462181.4039868394,28.0,0,-748337.0818380788,18,17,17,-1.0469999999986612,18221.116008758545,0.0,0.0,0.0,28.210695028305054,-47.00774783268571,2429.462937436998,NLOS,
23,462181.4039868394,38.0,0,-771997.8147218861,42,41,42,-0.6430000000000291,17779.526024244726,-8.684654446620017E-5,5.2702547E-13,0.0,413.4577344916761,0.0675603561103344,54.25678691640496,LOS,
1,462182.40405013366,77.0,0,-766909.746104069,39,38,40,0.6100000000005821,18101.22761151567,-9.345523572344938E-6,9.115497E-13,0.0,91.86021735519171,0.2686413638293743,7.804199106991291,NLOS,
3,462182.40405013366,46.0,0,-706136.1057741679,32,31,32,0.5540000000000873,17897.963376507163,1.935961188579857E-4,2.1957989E-11,0.0,292.1221257708967,0.4484597109258175,74.53768395259976,NLOS,
4,462182.40405013366,66.0,0,-766107.6544703655,46,45,46,0.5429999999978463,18530.528070840985,-6.773097754044783E-6,1.1113381E-13,0.0,337.93113073706627,0.2668563313782215,-23.09357550740242,LOS,
9,462182.40405013366,8.0,0,-787694.0444036163,43,42,44,0.40300000000206637,17608.764136336744,-7.83988864713841E-5,-1.1731217E-11,0.0,583.874261867255,0.19190455228090286,90.42510198429227,LOS,
74,462182.40405013366,49.0,0,-753206.3216319233,41,40,41,0.2989999999990687,18424.665182817727,3.6716378238454784E-5,1.8189894E-12,0.0,232.06020686775446,1.4529148191213608,113.39049097523093,LOS,
76,462182.40405013366,28.0,0,-766585.572097972,19,18,18,0.3999999999978172,18315.416985426098,0.0,0.0,0.0,122.81146415695548,94.60076912865043,2485.347676061094,NLOS,
23,462182.40405013366,38.0,0,-790190.0934812166,42,41,42,0.5959999999977299,17779.398143805563,-8.684654393917333E-5,5.2702547E-13,0.0,413.3322780877352,0.12545640394091606,53.930182974785566,LOS,
1,462183.4041134279,77.0,0,-785103.3101961613,39,38,39,0.8650000000016007,18101.967518530786,-9.345522660792914E-6,9.115497E-13,0.0,91.94238556548953,-0.08216821029782295,7.863665830343962,NLOS,
3,462183.4041134279,46.0,0,-724333.1080241054,32,31,32,0.9519999999974971,17898.595034275204,1.935961408160325E-4,2.1957989E-11,0.0,291.6294593960047,0.4926663748919964,78.04161810129881,NLOS,
4,462183.4041134279,66.0,0,-784301.613490127,46,45,46,1.1640000000006694,18531.27493064478,-6.773097642910681E-6,1.1113381E-13,0.0,337.7812147140503,-0.14991602301597595,-22.639421071857214,LOS,
9,462183.4041134279,8.0,0,-805888.0457726195,43,43,43,1.004000000000815,17609.430061917752,-7.839889820263155E-5,-1.1731217E-11,0.0,584.0928478129208,-0.21858594566583633,90.91805540397763,LOS,
74,462183.4041134279,49.0,0,-771396.9163280427,41,41,41,1.1700000000018917,18425.96262426302,3.671638005744893E-5,1.8189894E-12,0.0,232.45827093720436,0.3980640694499016,110.4808337688446,LOS,
76,462183.4041134279,28.0,0,-784762.1257141456,20,19,19,-0.05400000000008731,18244.65635248646,0.0,0.0,0.0,51.15145383775234,-71.66001031920314,2468.39639358595,NLOS,
23,462183.4041134279,38.0,0,-808384.1338275783,42,41,42,1.1460000000006403,17780.121784273535,-8.684654341214647E-5,5.2702547E-13,0.0,413.5535415261984,-0.22126343846321106,54.465788688510656,LOS,
1,462184.40417672216,77.0,0,-803295.9182457924,39,38,39,-0.47700000000259024,18102.38184319064,-9.345521749240896E-6,9.115497E-13,0.0,92.03622121736407,-0.09383565187454224,6.367505174130201,NLOS,
3,462184.40417672216,46.0,0,-742563.5222733766,32,31,32,-0.7739999999976135,17898.828701082617,1.9359616277407922E-4,2.1957989E-11,0.0,257.4308928772807,34.198566518723965,114.35796666517854,NLOS,
4,462184.40417672216,66.0,0,-802494.967296429,46,45,46,-0.6959999999999127,18531.6546404697,-6.773097531776579E-6,1.1113381E-13,0.0,337.5609678737819,-0.2202468402683735,-23.390065014362335,LOS,
9,462184.40417672216,8.0,0,-824081.929768078,44,43,43,-0.7880000000004657,17609.744317036122,-7.839890993387895E-5,-1.1731217E-11,0.0,584.3698156364262,-0.2769678235054016,90.69405036047101,LOS,
74,462184.40417672216,49.0,0,-789586.3328618556,42,41,41,-0.2639999999992142,18426.189228672534,3.671638187644308E-5,1.8189894E-12,0.0,232.08529043197632,-0.3729805052280426,105.79342934116721,LOS,
76,462184.40417672216,28.0,0,-802965.4037674107,20,20,20,0.5450000000018917,18271.86124194786,0.0,0.0,0.0,77.75675838813186,26.605304550379515,2477.5699632912874,NLOS,
23,462184.40417672216,38.0,0,-826577.4205657206,41,41,42,-0.9099999999998545,17780.443572517484,-8.684654288511963E-5,5.2702547E-13,0.0,413.84155850857496,-0.28801698237657547,53.648201268166304,LOS,
1,462185.4042399553,77.0,0,-821489.1358230375,39,38,39,-0.2809999999990396,18101.60322976485,-9.345520837688932E-6,9.115497E-13,0.0,91.46719267219305,0.5690285451710224,6.680041965097189,NLOS,
3,462185.4042399553,46.0,0,-760754.1165733933,32,31,32,-0.11700000000200816,17898.077683873475,1.9359618473212465E-4,2.1957989E-11,0.0,297.3935746625066,-39.96268178522587,112.05353580787778,NLOS,
4,462185.4042399553,66.0,0,-820688.322728537,46,45,46,-0.14400000000023283,18530.882220588624,-6.773097420642483E-6,1.1113381E-13,0.0,337.9776834510267,0.4167155772447586,-22.93991332128644,LOS,
9,462185.4042399553,8.0,0,-842275.3618843891,44,43,44,-0.10100000000238651,17608.91814011708,-7.839892166512567E-5,-1.1731217E-11,0.0,583.9970085285604,0.3728071078658104,91.21733600273728,LOS,
74,462185.4042399553,49.0,0,-807776.9564910755,42,41,42,-0.5990000000019791,18426.304945442826,3.671638369543711E-5,1.8189894E-12,0.0,233.40017703175545,1.314886599779129,103.51229014992714,LOS,
76,462185.4042399553,28.0,0,-821154.0328955725,21,20,20,0.1889999999984866,18257.046007081866,0.0,0.0,0.0,64.1406933516264,-13.61606503650546,2473.2937777228653,NLOS,
23,462185.4042399553,38.0,0,-844770.8634199426,41,40,42,-0.04499999999825377,17779.651536881924,-8.684654235809282E-5,5.2702547E-13,0.0,413.4314511157572,0.41010739281773567,54.1858997605741,LOS,
1,462186.40430318844,77.0,0,-839682.6069285497,39,38,39,0.02500000000145519,18102.07439968735,-9.345519926136964E-6,9.115497E-13,0.0,90.93841778114438,0.5287748910486698,7.246107026934624,NLOS,
3,462186.40430318844,46.0,0,-778946.8020457514,32,31,32,-0.4139999999970314,17898.43428355083,1.9359620669017017E-4,2.1957989E-11,0.0,295.54240403324366,1.8511706292629242,111.84027729183435,NLOS,
4,462186.40430318844,66.0,0,-838881.4469384588,46,45,46,-0.10599999999976717,18531.334477864206,-6.773097309508387E-6,1.1113381E-13,0.0,338.40819953754544,0.4305160865187645,-22.720983810722828,LOS,
9,462186.40430318844,8.0,0,-860467.9289131574,44,43,44,-0.1069999999999709,17609.289071340114,-7.83989333963724E-5,-1.1731217E-11,0.0,583.6238474324346,0.37316109612584114,90.87553410232067,LOS,
74,462186.40430318844,49.0,0,-825967.5785970055,42,41,42,0.12700000000040745,18427.1011880897,3.671638551443115E-5,1.8189894E-12,0.0,234.19641968235373,0.7962426505982876,101.22962767258286,LOS,
76,462186.40430318844,28.0,0,-839354.9154263362,22,21,21,0.5640000000021246,18268.51080014184,0.0,0.0,0.0,75.6054864116013,11.464793059974909,2481.270994756371,NLOS,
23,462186.40430318844,38.0,0,-862963.6831465438,41,40,41,-0.19900000000052387,17780.04637929052,-8.6846541831066E-5,5.2702547E-13,0.0,413.02490189671516,0.40654921904206276,54.10047062858939,LOS,
