PRN, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, ExtremeMaxSnrValue, ExtremeMinSnrValue, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
8.0000000000,48.0000000000,0.0000000000,-15700000.0000000000,31.0000000000,30.0000000000,32.0000000000,32.0000000000,30.0000000000,0.0180000000,17980.3943500000,0.0000000000,0.0000000000,0.0000000000,219.1244789000,-0.2208982590,15500000.0000000000,NLOS
9.0000000000,14.0000000000,0.0000000000,-206515.2056000000,32.0000000000,31.0000000000,32.0000000000,33.0000000000,30.0000000000,-0.1310000000,17657.1229700000,-0.0000779000,0.0000000000,0.0000000000,541.7087829000,-1.1521602460,1252.1742110000,NLOS
73.0000000000,22.0000000000,0.0000000000,-146817.7023000000,29.0000000000,28.0000000000,29.0000000000,35.0000000000,28.0000000000,0.1230000000,18577.9599000000,0.0001170000,0.0000000000,0.0000000000,378.1599052000,0.9818702710,43.3972940600,NLOS
74.0000000000,44.0000000000,0.0000000000,-170952.2530000000,42.0000000000,42.0000000000,42.0000000000,43.0000000000,41.0000000000,0.2440000000,18595.5984700000,0.0000367000,0.0000000000,0.0000000000,395.7984770000,-1.4436170120,48.9037819600,NLOS
11.0000000000,54.0000000000,0.0000000000,-348586.2284000000,44.0000000000,43.0000000000,44.0000000000,44.0000000000,36.0000000000,0.0450000000,18637.4525200000,-0.0005560000,0.0000000000,0.0000000000,437.6966065000,0.1218560970,-12.6985165600,LOS
76.0000000000,26.0000000000,0.0000000000,2813713.3840000000,17.0000000000,17.0000000000,18.0000000000,21.0000000000,17.0000000000,2.0120000000,18419.9263400000,0.0000000000,0.0000000000,0.0000000000,220.1257992000,-7.5035936200,-2995624.7500000000,NLOS
31.0000000000,38.0000000000,0.0000000000,-84816.4108600000,34.0000000000,33.0000000000,34.0000000000,34.0000000000,23.0000000000,-0.2050000000,18442.4368300000,0.0003240000,0.0000000000,0.0000000000,241.9850034000,0.0430496110,12.3922019200,NLOS
32.0000000000,55.0000000000,0.0000000000,-269562.7486000000,36.0000000000,35.0000000000,36.0000000000,36.0000000000,29.0000000000,-0.0270000000,18378.1992200000,-0.0002290000,0.0000000000,0.0000000000,178.1850493000,0.1740442780,670.6628821000,NLOS
1.0000000000,79.0000000000,0.0000000000,-202929.1342000000,48.0000000000,47.0000000000,49.0000000000,50.0000000000,47.0000000000,0.0120000000,18234.0551000000,-0.0000093400,0.0000000000,0.0000000000,34.2307339600,-0.0229450990,16.5776133700,LOS
3.0000000000,52.0000000000,0.0000000000,-142090.9014000000,39.0000000000,38.0000000000,38.0000000000,42.0000000000,37.0000000000,-0.1640000000,17933.3883600000,0.0001940000,0.0000000000,0.0000000000,266.6778446000,-0.0629128440,25.4842147600,LOS
4.0000000000,56.0000000000,0.0000000000,-202110.2054000000,49.0000000000,48.0000000000,49.0000000000,49.0000000000,48.0000000000,0.0100000000,18642.5339500000,-0.0000067700,0.0000000000,0.0000000000,442.7746843000,-0.0511259960,-31.3509277600,LOS
70.0000000000,12.0000000000,0.0000000000,-161753.9634000000,35.0000000000,34.0000000000,35.0000000000,37.0000000000,34.0000000000,-0.0860000000,17405.2582500000,0.0001280000,0.0000000000,0.0000000000,794.5409267000,0.8245315140,65.0372068200,LOS
8.0000000000,48.0000000000,0.0000000000,-15700000.0000000000,31.0000000000,30.0000000000,31.0000000000,32.0000000000,30.0000000000,-0.0530000000,17980.3320700000,0.0000000000,0.0000000000,0.0000000000,219.5604563000,-0.4359773880,15500000.0000000000,NLOS
9.0000000000,14.0000000000,0.0000000000,-224716.7206000000,33.0000000000,32.0000000000,32.0000000000,33.0000000000,30.0000000000,0.3910000000,17657.0179500000,-0.0000779000,0.0000000000,0.0000000000,541.9710061000,-0.2622231650,1253.8854130000,NLOS
73.0000000000,22.0000000000,0.0000000000,-165021.5377000000,35.0000000000,29.0000000000,29.0000000000,35.0000000000,28.0000000000,-0.3780000000,18563.2294800000,0.0001170000,0.0000000000,0.0000000000,363.4294841000,-14.7304210900,47.4327533200,NLOS
74.0000000000,44.0000000000,0.0000000000,-189151.4266000000,42.0000000000,42.0000000000,42.0000000000,43.0000000000,41.0000000000,0.1230000000,18595.6151500000,0.0000367000,0.0000000000,0.0000000000,395.8151548000,0.0166777410,48.2773453400,NLOS
11.0000000000,54.0000000000,0.0000000000,-366785.7276000000,44.0000000000,43.0000000000,44.0000000000,44.0000000000,36.0000000000,-0.0120000000,18637.3996000000,-0.0005560000,0.0000000000,0.0000000000,437.6418287000,-0.0547778160,-13.0006064100,LOS
76.0000000000,26.0000000000,0.0000000000,2795514.9500000000,17.0000000000,16.0000000000,18.0000000000,21.0000000000,16.0000000000,-1.6880000000,18434.8811800000,0.0000000000,0.0000000000,0.0000000000,235.0806358000,14.9548365900,-2995626.1160000000,NLOS
31.0000000000,38.0000000000,0.0000000000,-103016.4351000000,34.0000000000,33.0000000000,34.0000000000,34.0000000000,23.0000000000,-0.0430000000,18442.4200700000,0.0003240000,0.0000000000,0.0000000000,242.1514606000,0.1664571690,12.6155761600,NLOS
32.0000000000,55.0000000000,0.0000000000,-287763.3471000000,36.0000000000,36.0000000000,36.0000000000,36.0000000000,29.0000000000,0.1900000000,18378.2549900000,-0.0002290000,0.0000000000,0.0000000000,177.8483019000,-0.3367474750,671.1636984000,NLOS
1.0000000000,79.0000000000,0.0000000000,-221129.6208000000,48.0000000000,47.0000000000,48.0000000000,50.0000000000,47.0000000000,0.2270000000,18234.1998400000,-0.0000093400,0.0000000000,0.0000000000,34.0702879600,-0.1604460030,16.9642201400,LOS
3.0000000000,52.0000000000,0.0000000000,-160292.0411000000,39.0000000000,38.0000000000,39.0000000000,42.0000000000,37.0000000000,0.2320000000,17933.4407500000,0.0001940000,0.0000000000,0.0000000000,266.7435136000,-0.0656690230,26.5300920100,LOS
4.0000000000,56.0000000000,0.0000000000,-220310.5056000000,49.0000000000,48.0000000000,49.0000000000,49.0000000000,48.0000000000,0.2240000000,18642.6486300000,-0.0000067700,0.0000000000,0.0000000000,442.5834326000,-0.1912516620,-31.1508935500,LOS
70.0000000000,12.0000000000,0.0000000000,-179954.0079000000,35.0000000000,34.0000000000,35.0000000000,37.0000000000,34.0000000000,0.5370000000,17406.1355300000,0.0001280000,0.0000000000,0.0000000000,793.9634395000,0.5774871190,64.9827450700,LOS
8.0000000000,48.0000000000,0.0000000000,-15700000.0000000000,31.0000000000,30.0000000000,31.0000000000,32.0000000000,30.0000000000,0.0240000000,17980.4696500000,0.0000000000,0.0000000000,0.0000000000,219.1499608000,0.4104954790,15500000.0000000000,NLOS
9.0000000000,14.0000000000,0.0000000000,-242918.8740000000,33.0000000000,32.0000000000,33.0000000000,33.0000000000,30.0000000000,-0.0940000000,17657.0767900000,-0.0000779000,0.0000000000,0.0000000000,542.1760979000,-0.2050918750,1255.9352110000,NLOS
73.0000000000,22.0000000000,0.0000000000,-183223.1823000000,36.0000000000,35.0000000000,35.0000000000,36.0000000000,28.0000000000,0.2460000000,18560.8369400000,0.0001170000,0.0000000000,0.0000000000,360.7371491000,-2.6923350730,48.9775287500,NLOS
74.0000000000,44.0000000000,0.0000000000,-207351.9237000000,43.0000000000,42.0000000000,42.0000000000,43.0000000000,41.0000000000,0.2070000000,18595.9652800000,0.0000367000,0.0000000000,0.0000000000,395.8654943000,0.0503395610,48.6747232500,NLOS
11.0000000000,54.0000000000,0.0000000000,-384986.1829000000,45.0000000000,44.0000000000,44.0000000000,45.0000000000,36.0000000000,0.1930000000,18637.5138700000,-0.0005560000,0.0000000000,0.0000000000,437.4916132000,-0.1502155620,-12.6463686900,LOS
76.0000000000,26.0000000000,0.0000000000,2777330.7290000000,17.0000000000,16.0000000000,17.0000000000,21.0000000000,16.0000000000,-1.0250000000,18420.4324000000,0.0000000000,0.0000000000,0.0000000000,220.3320631000,-14.7485727400,-2995641.9960000000,NLOS
31.0000000000,38.0000000000,0.0000000000,-121217.2603000000,34.0000000000,33.0000000000,34.0000000000,34.0000000000,23.0000000000,0.4230000000,18442.5720000000,0.0003240000,0.0000000000,0.0000000000,242.2696929000,0.1182323250,13.3400747400,NLOS
32.0000000000,55.0000000000,0.0000000000,-305963.2956000000,36.0000000000,36.0000000000,36.0000000000,36.0000000000,29.0000000000,0.0990000000,18378.4570100000,-0.0002290000,0.0000000000,0.0000000000,177.9819377000,0.1336358860,671.0145048000,NLOS
1.0000000000,79.0000000000,0.0000000000,-239329.8145000000,48.0000000000,47.0000000000,48.0000000000,50.0000000000,47.0000000000,0.2240000000,18234.4926600000,-0.0000093400,0.0000000000,0.0000000000,34.3618077300,0.2915197720,17.0579233100,LOS
3.0000000000,52.0000000000,0.0000000000,-178492.6676000000,39.0000000000,38.0000000000,39.0000000000,42.0000000000,37.0000000000,0.1000000000,17933.6389600000,0.0001940000,0.0000000000,0.0000000000,266.3732301000,0.3702835370,27.0628726800,LOS
4.0000000000,56.0000000000,0.0000000000,-238510.9675000000,49.0000000000,48.0000000000,49.0000000000,49.0000000000,48.0000000000,0.2110000000,18642.9127600000,-0.0000067700,0.0000000000,0.0000000000,442.8386457000,0.2552130820,-30.7891182500,LOS
70.0000000000,12.0000000000,0.0000000000,-198154.8611000000,34.0000000000,34.0000000000,35.0000000000,37.0000000000,34.0000000000,-0.3940000000,17406.2556200000,0.0001280000,0.0000000000,0.0000000000,793.8433459000,0.1200936770,65.7369772900,LOS
8.0000000000,48.0000000000,0.0000000000,-15700000.0000000000,31.0000000000,30.0000000000,31.0000000000,32.0000000000,30.0000000000,0.5090000000,17980.7620000000,0.0000000000,0.0000000000,0.0000000000,219.2129004000,-0.0629395690,15500000.0000000000,NLOS
9.0000000000,14.0000000000,0.0000000000,-261121.5366000000,33.0000000000,32.0000000000,33.0000000000,33.0000000000,30.0000000000,0.1830000000,17657.2921100000,-0.0000779000,0.0000000000,0.0000000000,541.8996337000,0.2764642720,1258.4942410000,NLOS
73.0000000000,22.0000000000,0.0000000000,-201426.7283000000,36.0000000000,35.0000000000,36.0000000000,36.0000000000,28.0000000000,0.0700000000,18563.3416399999,0.0001170000,0.0000000000,0.0000000000,363.2418510000,2.5047019380,52.4237412500,NLOS
74.0000000000,44.0000000000,0.0000000000,-225553.0794000000,43.0000000000,42.0000000000,43.0000000000,43.0000000000,41.0000000000,0.0920000000,18596.8824900000,0.0000367000,0.0000000000,0.0000000000,396.7827000000,0.9172056350,49.7305700300,NLOS
11.0000000000,54.0000000000,0.0000000000,-403186.8468000000,45.0000000000,44.0000000000,45.0000000000,45.0000000000,36.0000000000,0.2150000000,18637.7784000000,-0.0005560000,0.0000000000,0.0000000000,437.7568842000,0.2652709970,-12.0834641000,LOS
76.0000000000,26.0000000000,0.0000000000,2759151.2160000000,17.0000000000,16.0000000000,17.0000000000,21.0000000000,16.0000000000,0.1330000000,18416.6108000000,0.0000000000,0.0000000000,0.0000000000,216.5104654000,-3.8215976920,-2995662.5830000000,NLOS
31.0000000000,38.0000000000,0.0000000000,-139418.0392000000,34.0000000000,33.0000000000,34.0000000000,34.0000000000,23.0000000000,0.2060000000,18442.8613300000,0.0003240000,0.0000000000,0.0000000000,242.9605849000,0.6908920070,14.0182903000,NLOS
32.0000000000,55.0000000000,0.0000000000,-324163.7291000000,36.0000000000,36.0000000000,36.0000000000,36.0000000000,29.0000000000,-0.2110000000,18378.4293800000,-0.0002290000,0.0000000000,0.0000000000,177.6162380000,-0.3656996900,671.0505689000,NLOS
1.0000000000,79.0000000000,0.0000000000,-257529.5915000000,48.0000000000,47.0000000000,48.0000000000,50.0000000000,47.0000000000,-0.0450000000,18234.5462400000,-0.0000093400,0.0000000000,0.0000000000,34.1059381300,-0.2558695970,16.4350681500,LOS
3.0000000000,52.0000000000,0.0000000000,-196693.6823000000,40.0000000000,39.0000000000,39.0000000000,42.0000000000,37.0000000000,-0.2480000000,17933.5977200000,0.0001940000,0.0000000000,0.0000000000,266.6003547000,-0.2271245980,27.6839936100,LOS
4.0000000000,56.0000000000,0.0000000000,-256710.6380000000,49.0000000000,48.0000000000,49.0000000000,49.0000000000,48.0000000000,-0.0680000000,18642.9366800000,-0.0000067700,0.0000000000,0.0000000000,442.5510656000,-0.2875801100,-31.5185386200,LOS
70.0000000000,12.0000000000,0.0000000000,-216354.6810000000,34.0000000000,33.0000000000,35.0000000000,37.0000000000,33.0000000000,-0.0160000000,17406.2840700000,0.0001280000,0.0000000000,0.0000000000,794.1146916000,-0.2713457640,65.1581628900,LOS
8.0000000000,48.0000000000,0.0000000000,-15700000.0000000000,31.0000000000,31.0000000000,31.0000000000,32.0000000000,30.0000000000,-0.3380000000,17980.7834600000,0.0000000000,0.0000000000,0.0000000000,219.5139004000,-0.3010000290,15500000.0000000000,NLOS
9.0000000000,14.0000000000,0.0000000000,-279323.7848000000,33.0000000000,32.0000000000,33.0000000000,33.0000000000,30.0000000000,0.0100000000,17657.2776500000,-0.0000779000,0.0000000000,0.0000000000,541.4455141000,0.4541196080,1260.3390650000,NLOS
73.0000000000,22.0000000000,0.0000000000,-219622.5539000000,36.0000000000,35.0000000000,36.0000000000,36.0000000000,28.0000000000,0.3550000000,18554.6442200000,0.0001170000,0.0000000000,0.0000000000,354.2446428000,-8.9972081520,47.8498038100,NLOS
74.0000000000,44.0000000000,0.0000000000,-243752.8078000000,43.0000000000,42.0000000000,43.0000000000,43.0000000000,41.0000000000,0.1790000000,18596.4510400000,0.0000367000,0.0000000000,0.0000000000,396.0514630000,-0.7312369870,49.0593719000,NLOS
11.0000000000,54.0000000000,0.0000000000,-421386.4958000000,45.0000000000,44.0000000000,45.0000000000,45.0000000000,36.0000000000,-0.0310000000,18637.8071700000,-0.0005560000,0.0000000000,0.0000000000,437.4908784000,-0.2660057280,-12.8353061600,LOS
76.0000000000,26.0000000000,0.0000000000,2740966.5000000000,17.0000000000,16.0000000000,17.0000000000,21.0000000000,16.0000000000,-2.9050000000,18420.8861000000,0.0000000000,0.0000000000,0.0000000000,220.4859763000,3.9755108920,-2995678.2670000000,NLOS
31.0000000000,38.0000000000,0.0000000000,-157620.1352000000,34.0000000000,33.0000000000,34.0000000000,34.0000000000,23.0000000000,0.0070000000,18442.9248500000,0.0003240000,0.0000000000,0.0000000000,243.3646537000,0.4040687270,15.7137553700,NLOS
32.0000000000,55.0000000000,0.0000000000,-342363.4931000000,37.0000000000,36.0000000000,36.0000000000,37.0000000000,29.0000000000,0.2460000000,18378.4226800000,-0.0002290000,0.0000000000,0.0000000000,177.5645662000,-0.0516718220,670.4170829000,NLOS
1.0000000000,79.0000000000,0.0000000000,-275729.6732000000,48.0000000000,47.0000000000,48.0000000000,50.0000000000,47.0000000000,0.1190000000,18234.6088100000,-0.0000093400,0.0000000000,0.0000000000,34.1846667500,0.0787286200,16.1169877500,LOS
3.0000000000,52.0000000000,0.0000000000,-214894.3652000000,40.0000000000,40.0000000000,40.0000000000,42.0000000000,37.0000000000,0.1360000000,17933.5790000000,0.0001940000,0.0000000000,0.0000000000,266.5618363000,0.0385183580,27.9733776300,LOS
4.0000000000,56.0000000000,0.0000000000,-274910.9757000000,49.0000000000,48.0000000000,49.0000000000,49.0000000000,48.0000000000,0.1070000000,18642.9750400000,-0.0000067700,0.0000000000,0.0000000000,442.5933320000,0.0422663730,-31.5807271800,LOS
70.0000000000,12.0000000000,0.0000000000,-234554.8260000000,34.0000000000,33.0000000000,34.0000000000,37.0000000000,33.0000000000,-0.4470000000,17405.5360000000,0.0001280000,0.0000000000,0.0000000000,794.8627571000,-0.7480654600,64.9043704400,LOS
8.0000000000,48.0000000000,0.0000000000,-15800000.0000000000,32.0000000000,31.0000000000,31.0000000000,32.0000000000,30.0000000000,0.3560000000,17980.8502400000,0.0000000000,0.0000000000,0.0000000000,219.5816625000,-0.0677620950,15500000.0000000000,NLOS
9.0000000000,14.0000000000,0.0000000000,-297527.3918000000,33.0000000000,32.0000000000,33.0000000000,33.0000000000,30.0000000000,-0.0660000000,17657.2531000000,-0.0000779000,0.0000000000,0.0000000000,541.1753444000,0.2701696460,1263.5426830000,NLOS
73.0000000000,22.0000000000,0.0000000000,-237824.8820000000,35.0000000000,35.0000000000,36.0000000000,36.0000000000,28.0000000000,-0.3940000000,18562.1365000000,0.0001170000,0.0000000000,0.0000000000,361.7369244000,7.4922815820,49.7783016600,NLOS
74.0000000000,44.0000000000,0.0000000000,-261953.6970000000,42.0000000000,42.0000000000,43.0000000000,43.0000000000,41.0000000000,0.0900000000,18596.8856600000,0.0000367000,0.0000000000,0.0000000000,396.4860794000,0.4346163610,49.5489900500,NLOS
11.0000000000,54.0000000000,0.0000000000,-439587.0524000000,46.0000000000,45.0000000000,45.0000000000,46.0000000000,36.0000000000,0.0570000000,18637.8396100000,-0.0005560000,0.0000000000,0.0000000000,437.5272253000,0.0363468680,-12.6795346400,LOS
76.0000000000,26.0000000000,0.0000000000,2722778.4450000000,17.0000000000,16.0000000000,17.0000000000,21.0000000000,16.0000000000,0.4500000000,18425.4580600000,0.0000000000,0.0000000000,0.0000000000,225.0579333000,4.5719570440,-2995690.6110000000,NLOS
31.0000000000,38.0000000000,0.0000000000,-175821.8854000000,34.0000000000,33.0000000000,34.0000000000,34.0000000000,23.0000000000,0.2660000000,18442.9883600000,0.0003240000,0.0000000000,0.0000000000,243.8713547000,0.5067010260,17.0635042000,NLOS
32.0000000000,55.0000000000,0.0000000000,-360564.2359000000,37.0000000000,36.0000000000,37.0000000000,37.0000000000,29.0000000000,-0.0800000000,18378.4781800000,-0.0002290000,0.0000000000,0.0000000000,177.5272829000,-0.0372833610,670.4626654000,NLOS
1.0000000000,79.0000000000,0.0000000000,-293930.2880000000,48.0000000000,47.0000000000,48.0000000000,50.0000000000,47.0000000000,0.2460000000,18234.7690200000,-0.0000093400,0.0000000000,0.0000000000,34.0686856400,-0.1159811090,16.0322382100,LOS
3.0000000000,52.0000000000,0.0000000000,-233095.9025000000,41.0000000000,40.0000000000,40.0000000000,42.0000000000,37.0000000000,0.0590000000,17933.6448900000,0.0001940000,0.0000000000,0.0000000000,266.8360603000,-0.2742239420,28.8172570400,LOS
4.0000000000,56.0000000000,0.0000000000,-293111.3470000000,49.0000000000,48.0000000000,49.0000000000,49.0000000000,48.0000000000,0.1510000000,18643.1003600000,-0.0000067700,0.0000000000,0.0000000000,442.4129128000,-0.1804191540,-31.9091873900,LOS
70.0000000000,12.0000000000,0.0000000000,-252755.7607000000,34.0000000000,33.0000000000,34.0000000000,37.0000000000,33.0000000000,0.5780000000,17407.0023400000,0.0001280000,0.0000000000,0.0000000000,793.6962101000,1.1665470000,65.1405293300,LOS
8.0000000000,48.0000000000,0.0000000000,-15800000.0000000000,32.0000000000,31.0000000000,32.0000000000,32.0000000000,30.0000000000,0.2110000000,17980.9802200000,0.0000000000,0.0000000000,0.0000000000,219.3647751000,0.2168874000,15500000.0000000000,NLOS
9.0000000000,14.0000000000,0.0000000000,-315730.3560000000,33.0000000000,32.0000000000,33.0000000000,33.0000000000,30.0000000000,0.3830000000,17657.3438400000,-0.0000779000,0.0000000000,0.0000000000,541.8060316000,-0.6306871620,1265.8037760000,NLOS
73.0000000000,22.0000000000,0.0000000000,-256023.0862000000,35.0000000000,34.0000000000,36.0000000000,36.0000000000,28.0000000000,-0.0680000000,18557.4249500000,0.0001170000,0.0000000000,0.0000000000,356.7255797000,-5.0113447230,47.2831612200,NLOS
74.0000000000,44.0000000000,0.0000000000,-280154.8734000000,42.0000000000,42.0000000000,43.0000000000,43.0000000000,41.0000000000,0.1430000000,18597.1845400000,0.0000367000,0.0000000000,0.0000000000,396.4851723000,-0.0009070000,50.0261027700,NLOS
11.0000000000,54.0000000000,0.0000000000,-457787.5959000000,46.0000000000,45.0000000000,46.0000000000,46.0000000000,36.0000000000,0.0720000000,18637.9636100000,-0.0005560000,0.0000000000,0.0000000000,437.3358194000,-0.1914058700,-12.8366932000,LOS
76.0000000000,26.0000000000,0.0000000000,2704578.2900000000,16.0000000000,15.0000000000,17.0000000000,21.0000000000,15.0000000000,-2.1630000000,18436.9752000000,0.0000000000,0.0000000000,0.0000000000,236.2752846000,11.2173512500,-2995691.1570000000,NLOS
31.0000000000,38.0000000000,0.0000000000,-194024.0502000000,34.0000000000,33.0000000000,34.0000000000,34.0000000000,23.0000000000,0.0490000000,18443.1490900000,0.0003240000,0.0000000000,0.0000000000,243.4879304000,-0.3834243190,18.5280023200,NLOS
32.0000000000,55.0000000000,0.0000000000,-378764.9991000000,37.0000000000,36.0000000000,37.0000000000,37.0000000000,29.0000000000,0.0900000000,18378.3891300000,-0.0002290000,0.0000000000,0.0000000000,177.5248208000,-0.0024620480,670.5285816000,NLOS
1.0000000000,79.0000000000,0.0000000000,-312131.4649000000,48.0000000000,47.0000000000,48.0000000000,50.0000000000,47.0000000000,0.0180000000,18234.7481900000,-0.0000093400,0.0000000000,0.0000000000,34.0497169500,-0.0189686940,16.5095479200,LOS
3.0000000000,52.0000000000,0.0000000000,-251296.8522000000,41.0000000000,41.0000000000,41.0000000000,42.0000000000,37.0000000000,-0.0920000000,17933.5348300000,0.0001940000,0.0000000000,0.0000000000,266.9918389000,-0.1557786350,29.0736956100,LOS
4.0000000000,56.0000000000,0.0000000000,-311312.9796000000,49.0000000000,48.0000000000,49.0000000000,49.0000000000,48.0000000000,-0.0510000000,18643.0508400000,-0.0000067700,0.0000000000,0.0000000000,442.3529807000,-0.0599321090,-30.9763216100,LOS
70.0000000000,12.0000000000,0.0000000000,-270957.3641000000,34.0000000000,33.0000000000,34.0000000000,37.0000000000,33.0000000000,-0.4410000000,17405.9765000000,0.0001280000,0.0000000000,0.0000000000,794.7220585000,-1.0258483630,66.0454194400,LOS
8.0000000000,48.0000000000,0.0000000000,-15800000.0000000000,32.0000000000,31.0000000000,32.0000000000,32.0000000000,30.0000000000,-0.2990000000,17980.9456600000,0.0000000000,0.0000000000,0.0000000000,219.1146576000,0.2501175110,15500000.0000000000,NLOS
9.0000000000,14.0000000000,0.0000000000,-333933.5770000000,33.0000000000,32.0000000000,33.0000000000,33.0000000000,30.0000000000,-0.0450000000,17657.2483300000,-0.0000779000,0.0000000000,0.0000000000,542.1986762000,-0.3926446590,1268.3215770000,NLOS
73.0000000000,22.0000000000,0.0000000000,-274234.4740000000,35.0000000000,34.0000000000,35.0000000000,36.0000000000,28.0000000000,-0.0320000000,18570.8942400000,0.0001170000,0.0000000000,0.0000000000,370.1948653000,13.4692855600,57.9715676500,NLOS
74.0000000000,44.0000000000,0.0000000000,-298355.7235000000,42.0000000000,41.0000000000,42.0000000000,43.0000000000,41.0000000000,0.0780000000,18596.2555700000,0.0000367000,0.0000000000,0.0000000000,395.5561931000,-0.9289792480,50.1767423300,NLOS
11.0000000000,54.0000000000,0.0000000000,-475989.3421000000,46.0000000000,45.0000000000,46.0000000000,46.0000000000,36.0000000000,0.1600000000,18637.9302900000,-0.0005560000,0.0000000000,0.0000000000,437.2945138000,-0.0413056540,-11.7911513200,LOS
