PRN, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, ExtremeMaxSnrValue, ExtremeMinSnrValue, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
23,42,2,-1.01E+07,53,52,53,53,0,0.125,17825.45749,-8.68E-05,5.85E-13,0,380.8340568,0.195484824,71.43002032,LOS
31,40,2,-9975854.669,30,29,30,30,0,0.213,18379.21059,3.24E-04,-1.42E-12,0,175.455283,1.352256399,-38.2718869,NLOS
1,79,2,-1.01E+07,43,42,43,46,0,-0.199,18173.97449,-9.35E-06,9.99E-13,0,33.16261198,-0.167300206,16.82024591,LOS
3,49,2,-1.00E+07,33,32,33,43,0,-0.285,17924.54986,1.94E-04,2.19E-11,0,284.611073,2.050201181,20.37366518,NLOS
4,61,2,-1.01E+07,40,39,40,43,0,-0.229,18595.64915,-6.77E-06,3.77E-13,0,388.2277331,-0.056831319,-35.75374394,NLOS
9,11,2,-1.01E+07,44,43,44,47,0,-0.272,17641.2257,-7.84E-05,-1.17E-11,0,565.8221202,-0.298640728,84.73307553,LOS
73,24,0,-1.01E+07,34,33,34,39,0,-0.24,18556.21742,1.17E-04,1.82E-12,0,348.9226091,16.16508079,16.51560743,NLOS
74,46,0,-1.01E+07,40,39,41,48,0,-0.234,18525.07955,3.67E-05,1.82E-12,0,317.7847437,2.53737174,146.8293219,LOS
75,34,0,-1.02E+07,11,10,12,12,4,-0.17,17651.20752,-4.71E-04,-9.09E-13,0,556.0881037,18.38100903,-114.673258,NLOS
76,26,0,-1.01E+07,20,19,19,20,10,-0.633,18389.45571,-6.38E-06,1.82E-12,0,182.1609044,67.99902011,-5.827267792,NLOS
23,42,2,-1.01E+07,53,52,53,53,0,-0.254,17825.2043,-8.68E-05,5.85E-13,0,381.4371565,-0.603099715,72.12445071,LOS
31,40,2,-9994065.146,30,29,30,30,0,-0.205,18379.00481,3.24E-04,-1.42E-12,0,174.8551893,-0.600093756,-35.08997273,NLOS
1,79,2,-1.01E+07,43,42,43,46,0,0.102,18174.07442,-9.35E-06,1.01E-12,0,33.33932183,-0.176709853,16.70754487,LOS
3,49,2,-1.01E+07,33,32,33,43,0,0.006,17924.55704,1.94E-04,2.19E-11,0,283.4432462,1.167826712,19.6830128,NLOS
4,61,2,-1.01E+07,40,39,40,43,0,0.094,18595.74436,-6.77E-06,3.77E-13,0,388.3272248,0.099491715,-35.84294606,NLOS
9,11,2,-1.01E+07,44,43,44,47,0,0.022,17641.24851,-7.84E-05,-1.17E-11,0,565.6965539,0.125566289,85.11498792,LOS
73,24,0,-1.01E+07,33,32,34,39,0,-0.116,18559.86353,1.17E-04,1.82E-12,0,352.56872,3.646110989,13.50009184,NLOS
74,46,0,-1.01E+07,40,39,40,48,0,0.418,18528.27786,3.67E-05,1.82E-12,0,320.9830583,3.198314585,153.3372873,LOS
75,34,0,-1.03E+07,11,10,12,12,4,-0.215,17820.72766,-4.71E-04,-9.09E-13,0,386.5679681,169.5201356,11.62048559,NLOS
76,26,0,-1.01E+07,21,20,20,21,10,0.67,18382.39293,-6.38E-06,1.82E-12,0,175.0981223,-7.062782101,21.35551076,NLOS
23,42,2,-1.01E+07,53,52,53,53,0,0.047,17825.25185,-8.68E-05,5.85E-13,0,381.3710167,0.066139814,72.82397733,LOS
31,40,2,-1.00E+07,30,30,30,30,0,0.107,18379.11238,3.24E-04,-1.42E-12,0,175.0930221,0.237832863,-31.79412821,NLOS
1,79,2,-1.01E+07,43,42,43,46,0,-0.161,18173.91525,-9.35E-06,1.01E-12,0,33.1729136,0.166408233,16.66587101,LOS
3,49,2,-1.01E+07,33,32,33,43,0,-0.219,17924.33651,1.94E-04,2.19E-11,0,280.9640903,2.479155958,21.44729805,NLOS
4,61,2,-1.01E+07,40,40,40,43,0,-0.172,18595.57188,-6.77E-06,3.77E-13,0,388.4969049,0.169680104,-35.85817509,NLOS
9,11,2,-1.02E+07,44,43,44,47,0,-0.233,17641.01554,-7.84E-05,-1.17E-11,0,565.3946646,0.301889278,85.76255273,LOS
73,24,0,-1.01E+07,32,32,34,39,0,-0.324,18545.91311,1.17E-04,1.82E-12,0,338.918095,-13.65062502,-3.171199873,NLOS
74,46,0,-1.01E+07,40,39,40,48,0,-0.348,18524.16053,3.67E-05,1.82E-12,0,317.1655119,-3.817546401,155.8800529,LOS
75,34,0,-1.03E+07,11,10,11,12,4,0.325,17631.20521,-4.71E-04,-9.09E-13,0,575.7906239,-189.2226558,-51.41768492,NLOS
76,26,0,-1.01E+07,21,20,21,21,10,-0.789,18336.39432,-6.38E-06,1.82E-12,0,129.3993025,-45.69881984,2.683003902,NLOS
23,42,2,-1.02E+07,53,53,53,53,0,-0.207,17825.0449,-8.68E-05,5.85E-13,0,381.1891675,0.181849156,73.64430794,LOS
31,40,2,-1.00E+07,31,30,30,31,0,-0.143,18378.97125,3.24E-04,-1.42E-12,0,175.3745169,0.28149474,-28.34068367,NLOS
1,79,2,-1.01E+07,43,42,43,46,0,0.225,18174.14704,-9.35E-06,1.01E-12,0,32.89726942,0.275644176,16.7850155,LOS
3,49,2,-1.01E+07,33,32,33,43,0,0.098,17924.44228,1.94E-04,2.19E-11,0,280.2517971,0.71229323,23.89967082,NLOS
4,61,2,-1.01E+07,41,40,40,43,0,0.178,18595.75671,-6.77E-06,4.03E-13,0,388.9407447,0.443839706,-35.58731275,NLOS
9,11,2,-1.02E+07,44,43,44,47,0,0.139,17641.16271,-7.84E-05,-1.17E-11,0,565.1921251,0.202539504,86.57644891,LOS
73,24,0,-1.01E+07,32,21,33,39,0,0.389,18592.3007,1.17E-04,1.82E-12,0,385.3056894,46.38759439,26.53992647,NLOS
74,46,0,-1.01E+07,40,39,40,48,0,0.598,18519.44185,3.67E-05,1.82E-12,0,312.4468347,-4.718677182,153.5564875,LOS
75,34,0,-1.03E+07,12,11,11,12,4,-0.022,17691.5675,-4.71E-04,-9.09E-13,0,515.428328,60.36229587,-54.20281516,NLOS
76,26,0,-1.01E+07,21,20,21,21,10,0.552,18344.17793,-6.38E-06,1.82E-12,0,137.1829159,7.783613425,-8.362361684,NLOS
23,42,2,-1.02E+07,53,53,53,53,0,0.16,17825.21304,-8.68E-05,5.85E-13,0,381.2639035,-0.07473601,74.32887965,LOS
31,40,2,-1.00E+07,31,30,31,31,0,0.227,18379.2047,3.24E-04,-1.42E-12,0,174.650424,-0.724092849,-25.73522962,NLOS
1,79,2,-1.02E+07,43,42,43,46,0,0.176,18174.31535,-9.35E-06,1.01E-12,0,32.89348135,0.003788069,16.79311325,LOS
3,49,2,-1.01E+07,33,32,33,43,0,0.101,17924.53687,1.94E-04,2.19E-11,0,280.2778681,-0.026071005,26.30172725,NLOS
4,61,2,-1.02E+07,41,40,41,43,0,0.184,18595.93365,-6.77E-06,4.03E-13,0,388.8450541,-0.095690571,-35.44955733,NLOS
9,11,2,-1.02E+07,44,44,44,47,0,0.105,17641.25898,-7.84E-05,-1.17E-11,0,565.3932281,-0.201102994,87.15295812,LOS
73,24,0,-1.01E+07,24,23,32,39,0,0.076,18528.36959,1.17E-04,1.82E-12,0,321.0747825,-64.23090687,-7.984989908,NLOS
74,46,0,-1.02E+07,40,39,40,48,0,0.205,18526.77339,3.67E-05,1.82E-12,0,319.4785861,7.031751327,158.1170776,LOS
75,34,0,-1.03E+07,12,11,12,12,4,-0.273,17780.43907,-4.71E-04,-9.09E-13,0,426.856559,88.57176901,31.47447595,NLOS
76,26,0,-1.02E+07,21,20,21,21,10,-0.031,18411.58522,-6.38E-06,1.82E-12,0,204.2904143,67.10749835,47.54331976,NLOS
23,42,2,-1.02E+07,54,53,53,54,0,0.131,17825.33628,-8.68E-05,5.85E-13,0,381.4458361,-0.181932598,74.77044756,LOS
31,40,2,-1.01E+07,31,31,31,31,0,0.193,18379.39075,3.24E-04,-1.42E-12,0,174.0139641,-0.636459954,-23.89010427,NLOS
1,79,2,-1.02E+07,43,42,43,46,0,0.174,18174.48853,-9.35E-06,1.01E-12,0,32.59263774,0.300843611,16.98721692,LOS
3,49,2,-1.01E+07,33,32,33,43,0,0.074,17924.61003,1.94E-04,2.19E-11,0,279.6117484,0.666119616,29.3456704,NLOS
4,61,2,-1.02E+07,41,40,41,43,0,0.138,18596.07201,-6.77E-06,4.03E-13,0,389.190789,0.345734887,-35.06188319,NLOS
9,11,2,-1.02E+07,45,44,44,47,0,0.086,17641.34539,-7.84E-05,-1.17E-11,0,565.2213363,0.171891771,87.86510355,LOS
73,24,0,-1.01E+07,22,22,32,39,0,-0.135,18509.51749,1.17E-04,1.82E-12,0,302.2226852,-18.85209735,-61.36716448,NLOS
74,46,0,-1.02E+07,40,39,40,48,0,0.195,18519.70892,3.67E-05,1.82E-12,0,312.4141104,-7.064475633,155.4655963,LOS
75,34,0,-1.03E+07,13,12,12,13,4,1.261,17700.51613,-4.71E-04,-9.09E-13,0,506.7794928,-79.92293376,37.11948804,NLOS
76,26,0,-1.02E+07,21,20,21,21,10,0.227,18339.13741,-6.38E-06,1.82E-12,0,131.8426067,-72.44780759,30.84473583,NLOS
23,42,2,-1.02E+07,54,53,54,54,0,0.111,17825.44725,-8.68E-05,5.85E-13,0,381.2387978,0.207038317,75.35800466,LOS
31,40,2,-1.01E+07,32,31,31,32,0,0.174,18379.56339,3.24E-04,-1.42E-12,0,174.0674842,0.053520121,-22.11533033,NLOS
1,79,2,-1.02E+07,43,42,43,46,0,0.045,18174.53342,-9.35E-06,1.01E-12,0,32.58844716,0.004190579,17.07066862,LOS
3,49,2,-1.01E+07,33,33,33,43,0,-0.039,17924.57167,1.94E-04,2.19E-11,0,279.2628546,0.348893795,32.71426972,NLOS
4,61,2,-1.02E+07,41,40,41,43,0,0.039,18596.1115,-6.77E-06,4.03E-13,0,389.3629575,0.172168512,-34.5978441,NLOS
9,11,2,-1.02E+07,45,44,45,47,0,-0.031,17641.31416,-7.84E-05,-1.17E-11,0,565.1787957,0.042540573,88.58352801,LOS
73,24,0,-1.02E+07,22,21,24,39,0,0.602,18574.27689,1.17E-04,1.82E-12,0,366.9820881,64.75940296,-49.99510032,NLOS
74,46,0,-1.02E+07,40,39,40,48,0,-0.172,18519.02743,3.67E-05,1.82E-12,0,311.7326257,-0.681484751,151.9850535,LOS
75,34,0,-1.03E+07,13,12,13,13,4,2.415,17737.53452,-4.71E-04,-9.09E-13,0,469.7611036,37.01838922,79.6735153,NLOS
76,26,0,-1.02E+07,21,20,21,21,10,-0.315,18369.72615,-6.38E-06,1.82E-12,0,162.4313464,30.58873975,44.57843642,NLOS
23,42,2,-1.02E+07,54,53,54,54,0,-0.002,17825.44423,-8.68E-05,5.85E-13,0,381.2078181,0.030979678,75.91549118,LOS
31,40,2,-1.01E+07,32,31,32,32,0,0.063,18379.62685,3.24E-04,-1.42E-12,0,173.6507828,-0.416701429,-20.88112167,NLOS
1,79,2,-1.02E+07,43,42,43,46,0,0.023,18174.55745,-9.35E-06,1.01E-12,0,32.51182899,0.076618176,17.11589105,LOS
3,49,2,-1.02E+07,34,33,33,43,0,-0.078,17924.49294,1.94E-04,2.19E-11,0,279.2700394,-0.007184707,36.05144195,NLOS
4,61,2,-1.02E+07,41,40,41,43,0,-0.002,18596.10918,-6.77E-06,4.03E-13,0,389.3883298,0.025372334,-34.20422363,NLOS
9,11,2,-1.02E+07,45,44,45,47,0,-0.053,17641.26107,-7.84E-05,-1.17E-11,0,565.1653598,0.013435919,89.27912085,LOS
73,24,0,-1.02E+07,21,20,22,39,0,-1.369,18622.03269,1.17E-04,1.82E-12,0,414.7378865,47.75579838,9.127594642,NLOS
74,46,0,-1.02E+07,40,39,40,48,0,0.303,18523.44826,3.67E-05,1.82E-12,0,316.1534538,4.420828074,152.7777812,LOS
11,58,0,-2.49E+07,30,0,0,30,0,18589.709,3.13E+07,0,0,0,3.13E+07,3.13E+07,1.47E+07,NLOS
75,34,0,-1.04E+07,14,13,13,14,4,-1.02,17768.46817,-4.71E-04,-9.09E-13,0,438.8274512,30.93365232,153.0517921,NLOS
76,26,0,-1.02E+07,21,20,21,21,10,0.563,18373.69847,-6.38E-06,1.82E-12,0,166.4036643,3.972317852,62.1280022,NLOS
23,42,2,-1.02E+07,54,53,54,54,0,-0.031,17825.41415,-8.68E-05,5.85E-13,0,381.2332487,-0.025430556,76.38649575,LOS
31,40,2,-1.01E+07,32,31,32,32,0,0.017,18379.64409,3.24E-04,-1.42E-12,0,173.4357458,-0.215037003,-19.98580617,NLOS
1,79,2,-1.02E+07,43,42,43,46,0,0.344,18174.9015,-9.35E-06,1.01E-12,0,32.09865316,0.413175821,17.45943702,LOS
3,49,2,-1.02E+07,34,33,34,43,0,0.252,17924.74551,1.94E-04,2.19E-11,0,279.6552074,-0.385168079,38.9791989,NLOS
4,61,2,-1.02E+07,41,40,41,43,0,0.317,18596.42494,-6.77E-06,4.03E-13,0,389.6605992,0.272269379,-33.63411201,NLOS
9,11,2,-1.03E+07,45,44,45,47,0,0.264,17641.52445,-7.84E-05,-1.17E-11,0,564.7813809,0.383978944,90.322419,LOS
73,24,0,-1.02E+07,21,20,22,39,0,0.82,18561.30779,1.17E-04,1.82E-12,0,354.0129886,-60.72489792,7.520220831,NLOS
74,46,0,-1.02E+07,40,39,40,48,0,0.385,18515.43681,3.67E-05,1.82E-12,0,308.142006,-8.01144775,145.4115229,LOS
11,58,0,-1.04E+07,32,31,30,32,0,0.049,18590.65838,-5.56E-04,-2.81E-12,5.9807072,166308.7136,-3.15E+07,-31.97321444,NLOS
75,34,0,-1.04E+07,15,14,14,15,4,-0.5,17695.50963,-4.71E-04,-9.09E-13,0,511.7859937,-72.95854244,153.3620947,NLOS
76,26,0,-1.02E+07,20,19,21,21,10,0.933,18312.63713,-6.38E-06,1.82E-12,0,105.3423266,-61.06133769,18.45978026,NLOS
23,42,2,-1.03E+07,54,53,54,54,0,0.283,17825.69574,-8.68E-05,5.85E-13,0,381.0081494,0.225099228,77.02154695,LOS
31,40,2,-1.01E+07,32,31,32,32,0,0.356,18379.99987,3.24E-04,-1.42E-12,0,174.079182,0.643436238,-18.57090282,NLOS
1,79,2,-1.03E+07,43,42,43,46,0,0.054,18174.95613,-9.35E-06,1.01E-12,0,32.18543476,-0.086781595,17.60134422,LOS
3,49,2,-1.02E+07,34,33,34,43,0,-0.033,17924.71184,1.94E-04,2.19E-11,0,281.2358578,-1.580650393,40.30205331,NLOS
4,61,2,-1.03E+07,41,40,41,43,0,0.045,18596.4692,-6.77E-06,4.03E-13,0,389.7175022,0.056903005,-33.10286271,NLOS
9,11,2,-1.03E+07,45,44,45,47,0,-0.027,17641.49854,-7.84E-05,-1.17E-11,0,564.89352,-0.112139151,91.21729799,LOS
73,24,0,-1.02E+07,20,20,21,39,0,0.074,18555.42797,1.17E-04,1.82E-12,0,348.1331591,-5.879829489,0.027843595,NLOS
74,46,0,-1.02E+07,40,40,40,48,0,-0.119,18516.40914,3.67E-05,1.82E-12,0,309.1143288,0.972322837,138.8700685,LOS
11,58,0,-1.04E+07,33,33,32,33,0,0.045,18590.92454,-5.56E-04,-2.81E-12,0,391.8104607,166700.5241,-23.78691501,NLOS
75,34,0,-1.04E+07,15,15,15,15,4,1.377,17725.8595,-4.71E-04,-9.09E-13,0,481.4361227,30.34987101,183.9128075,NLOS
76,26,0,-1.03E+07,20,19,21,21,10,-0.599,18387.08143,-6.38E-06,1.82E-12,0,179.7866252,74.44429858,49.07940957,NLOS
23,42,2,-1.03E+07,53,52,54,54,0,0.004,17825.70119,-8.68E-05,5.85E-13,0,381.0792601,-0.071110614,77.52443356,LOS
31,40,2,-1.02E+07,32,31,32,32,0,0.068,18380.06787,3.24E-04,-1.42E-12,0,174.4850077,0.405825697,-16.87401435,NLOS
