PRN, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, ExtremeMaxSnrValue, ExtremeMinSnrValue, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
76,28,0,-621023.4675,25,24,25,25,0,-0.619,18238.12997,0,0,0,44.32527995,-23.62710656,2467.384916,NLOS
81,25,0,-573446.3803,19,18,19,20,16,-0.062,18977.6702,0,0,0,783.8655078,27.39733011,-45109.70221,NLOS
23,38,0,-644645.0375,44,43,44,47,41,-0.242,17779.33348,-8.68E-05,5.27E-13,0,414.3268522,-0.103976868,53.01479537,LOS
1,77,0,-639580.3714,40,39,40,40,19,0.295,18119.0767,-9.35E-06,9.12E-13,0,94.50906304,-0.941224974,9.578050025,LOS
3,46,0,-578857.6462,30,20,30,36,20,-0.578,17915.97288,1.94E-04,2.20E-11,0,216.8391602,76.1469405,127.1824826,NLOS
4,66,0,-638775.2606,46,45,46,48,44,0.361,18548.90921,-6.77E-06,1.11E-13,0,335.8895899,-0.40735181,-24.33725003,LOS
9,8,0,-660363.0483,44,43,44,45,43,0.219,17626.68622,-7.84E-05,-1.17E-11,0,586.3796981,-1.408010691,90.60412139,LOS
73,32,0,-999457.6969,25,24,34,35,24,-0.289,18562.50454,0,0,0,349.5131329,-0.369152185,362688.623,NLOS
74,49,0,-625899.9147,34,33,34,46,33,0.795,18445.80314,3.67E-05,1.82E-12,0,232.8122742,1.342408251,138.1302328,LOS
76,28,0,-639202.6396,24,23,25,25,0,-1.627,18246.24432,0,0,0,33.25291388,-11.07236607,2433.565617,NLOS
81,25,0,-591648.6683,20,19,19,20,16,0.221,18970.16661,0,0,0,757.1751968,-26.69031094,-45120.40561,NLOS
23,38,0,-662858.083,44,43,44,47,41,0.162,17797.31566,-8.68E-05,5.27E-13,0,415.5756202,-1.248768032,53.06906625,LOS
1,77,0,-657762.3969,40,39,40,40,19,0.127,18090.91695,-9.35E-06,9.12E-13,0,92.08570855,2.423354488,9.191218335,LOS
3,46,0,-597026.486,20,19,30,36,19,-0.123,17887.21052,1.94E-04,2.20E-11,0,308.324954,-91.48579378,113.616355,NLOS
4,66,0,-656957.4522,46,45,46,48,44,0.135,18520.05266,-6.77E-06,1.11E-13,0,337.6072289,1.717638984,-24.55815731,LOS
9,8,0,-678546.2875,44,43,44,45,43,0.087,17599.19709,-7.84E-05,-1.17E-11,0,583.2912873,3.088410821,91.42720632,LOS
73,32,0,-1017887.616,23,22,27,35,22,1.575,18760.3812,0,0,0,577.9686199,228.4554871,362936.1298,NLOS
74,49,0,-644081.6997,34,33,34,46,33,-0.162,18416.7388,3.67E-05,1.82E-12,0,234.3267714,1.514497153,137.5031975,LOS
76,28,0,-657424.0478,24,10,25,25,0,-1.076,18288.7705,0,0,0,106.3579252,73.10501135,2472.56124,NLOS
81,25,0,-609832.6771,20,19,20,20,16,2.222,18954.12986,0,0,0,771.7172774,14.54208062,-45118.80946,NLOS
23,38,0,-681041.1828,44,43,44,47,41,0.084,17769.59371,-8.68E-05,5.27E-13,0,412.7553408,2.820279386,53.75648288,LOS
1,77,0,-675947.2203,40,39,40,40,19,-0.09,18092.97158,-9.35E-06,9.12E-13,0,92.15229601,-0.066587452,9.503793992,LOS
3,46,0,-615183.2973,21,21,30,36,19,0.504,17889.95844,1.94E-04,2.20E-11,0,323.0884547,-14.76350068,85.92311916,NLOS
4,66,0,-675142.4099,46,45,46,48,44,-0.186,18522.11722,-6.77E-06,1.11E-13,0,337.5806699,-0.026559032,-24.11152842,LOS
9,8,0,-696730.6438,44,43,44,45,43,-0.205,17601.10264,-7.84E-05,-1.17E-11,0,583.4731323,-0.181845028,91.26881985,LOS
73,32,0,-1036067.488,23,22,25,35,22,-1.022,18509.02331,0,0,0,324.512188,-253.456432,362931.4901,NLOS
74,49,0,-662262.9454,35,34,34,46,33,0.723,18416.20606,3.67E-05,1.82E-12,0,231.6954826,-2.631288826,134.2382825,LOS
76,28,0,-675568.5963,12,11,24,25,0,1.721,18210.73313,0,0,0,26.22200429,-80.13592094,2432.598686,NLOS
81,25,0,-628028.9126,20,19,20,20,16,-1.451,18966.74636,0,0,0,782.2352377,10.51796022,-45107.08504,NLOS
23,38,0,-699226.0588,43,42,44,47,41,-0.143,17771.52887,-8.68E-05,5.27E-13,0,412.9276534,-0.172312565,54.12148954,LOS
1,77,0,-694139.8232,40,39,40,40,19,0.375,18101.41208,-9.35E-06,9.12E-13,0,91.80284723,0.349448781,9.501440264,LOS
3,46,0,-633360.1987,31,23,21,36,19,0.713,17898.50349,1.94E-04,2.20E-11,0,310.3898561,12.69859859,70.22548986,NLOS
4,66,0,-693335.5961,46,45,46,48,44,0.334,18530.74941,-6.77E-06,1.11E-13,0,338.1285017,0.547831807,-23.53082594,LOS
9,8,0,-714923.7931,44,43,44,45,43,0.194,17609.25492,-7.84E-05,-1.17E-11,0,583.4026164,0.070515886,91.80907217,LOS
73,32,0,-1054259.418,23,22,23,35,22,0.233,18522.01707,0,0,0,329.4115502,4.899362255,362930.8152,NLOS
74,49,0,-680450.9473,35,34,35,46,33,0.226,18423.52937,3.67E-05,1.82E-12,0,230.9243894,-0.771093108,129.6352441,LOS
76,28,0,-693782.9458,15,15,24,25,0,2.885,18281.35416,0,0,0,88.74863913,62.52663483,2454.342633,NLOS
81,25,0,-646213.9028,20,19,20,20,16,-1.582,18955.38627,0,0,0,762.7807495,-19.45448811,-45114.70036,NLOS
23,38,0,-717419.2975,43,42,44,47,41,0.25,17779.79881,-8.68E-05,5.27E-13,0,412.7675303,0.160123058,54.75483455,LOS
1,77,0,-712332.6609,40,39,40,40,19,-0.144,18101.17556,-9.35E-06,9.12E-13,0,92.35068054,-0.54783332,9.434068922,LOS
3,46,0,-651553.6823,31,30,31,36,19,-0.766,17898.17297,1.94E-04,2.20E-11,0,294.8980198,15.49183625,70.81040106,NLOS
4,66,0,-711528.6107,46,45,46,48,44,-0.062,18530.5185,-6.77E-06,1.11E-13,0,337.5951939,-0.533307809,-23.42152097,LOS
9,8,0,-733116.2131,44,43,44,45,43,-0.139,17608.9485,-7.84E-05,-1.17E-11,0,583.9991655,-0.59654909,91.32027451,LOS
73,32,0,-1072559.077,24,23,23,35,22,0.482,18628.97565,0,0,0,436.0703313,106.6587811,363037.5684,NLOS
74,49,0,-698641.408,39,35,35,46,33,-0.34,18425.84053,3.67E-05,1.82E-12,0,232.9357567,2.011367213,127.1911618,LOS
76,28,0,-711982.1544,16,15,15,25,0,0.781,18265.73622,0,0,0,72.83090179,-15.91773733,2460.645915,NLOS
81,25,0,-664390.09,20,19,20,20,16,-1.326,18947.13232,0,0,0,754.2270041,-8.553745449,-45131.41844,NLOS
23,38,0,-735612.1851,42,42,43,47,41,-0.084,17779.52586,-8.68E-05,5.27E-13,0,413.3753957,-0.607865419,54.73730497,LOS
1,77,0,-730525.1297,40,39,40,40,19,0.346,18101.50437,-9.35E-06,9.12E-13,0,92.31405285,0.036627691,8.698104586,LOS
3,46,0,-669746.2587,31,31,31,36,19,0.779,17898.40998,1.94E-04,2.20E-11,0,295.2703846,-0.372364819,70.18831825,NLOS
4,66,0,-729721.6748,46,45,46,48,44,0.281,18530.82959,-6.77E-06,1.11E-13,0,337.6077916,0.012597747,-23.56249298,LOS
9,8,0,-751309.2462,44,43,44,45,43,0.268,17609.19268,-7.84E-05,-1.17E-11,0,584.0531033,-0.053937793,91.14480697,LOS
73,32,0,-1090698.504,24,23,24,35,22,0.182,18469.5309,0,0,0,276.3257957,-159.7445356,362983.79,NLOS
74,49,0,-716830.4248,40,39,39,46,33,0.559,18424.85829,3.67E-05,1.82E-12,0,231.6537328,-1.282023814,123.0033851,LOS
76,28,0,-730183.2598,17,16,16,25,0,-0.836,18268.42355,0,0,0,75.21844286,2.387541071,2468.54625,NLOS
81,25,0,-682614.8464,20,19,20,20,16,-0.26,18995.24257,0,0,0,802.0374619,47.81045785,-45099.86723,NLOS
23,38,0,-753805.1461,42,41,43,47,41,0.133,17779.77052,-8.68E-05,5.27E-13,0,413.5252948,-0.149899125,54.49328422,LOS
1,77,0,-748717.3728,39,39,40,40,19,-0.61,18101.26768,-9.35E-06,9.12E-13,0,92.12885872,0.185194135,8.0361383,LOS
3,46,0,-687941.2131,32,31,31,36,19,-0.888,17898.08229,1.94E-04,2.20E-11,0,292.5705855,2.699799158,72.24392324,NLOS
4,66,0,-747914.3953,46,45,46,48,44,-0.689,18530.58256,-6.77E-06,1.11E-13,0,337.6642744,0.056482799,-23.74724029,LOS
9,8,0,-769501.9336,43,42,44,45,42,-0.657,17608.88615,-7.84E-05,-1.17E-11,0,584.0661664,-0.013063144,90.923361,LOS
73,32,0,-1108811.374,24,24,24,35,22,-0.801,18442.81439,0,0,0,249.9090761,-26.41671956,362903.7554,NLOS
74,49,0,-735017.9385,41,40,40,46,33,-0.424,18423.51206,3.67E-05,1.82E-12,0,230.607292,-1.046440795,117.6123247,LOS
76,28,0,-748337.0818,18,17,17,25,0,-1.047,18221.11601,0,0,0,28.21069503,-47.00774783,2429.462937,NLOS
81,25,0,-700777.685,20,19,20,20,16,3.693,18933.4339,0,0,0,740.5285832,-61.50887877,-45129.93388,NLOS
23,38,0,-771997.8147,42,41,42,47,41,-0.643,17779.52602,-8.68E-05,5.27E-13,0,413.4577345,0.067560356,54.25678692,LOS
1,77,0,-766909.7461,39,38,40,40,19,0.61,18101.22761,-9.35E-06,9.12E-13,0,91.86021736,0.268641364,7.804199107,LOS
3,46,0,-706136.1058,32,31,32,36,19,0.554,17897.96338,1.94E-04,2.20E-11,0,292.1221258,0.448459711,74.53768395,NLOS
4,66,0,-766107.6545,46,45,46,48,44,0.543,18530.52807,-6.77E-06,1.11E-13,0,337.9311307,0.266856331,-23.09357551,LOS
9,8,0,-787694.0444,43,42,44,45,42,0.403,17608.76414,-7.84E-05,-1.17E-11,0,583.8742619,0.191904552,90.42510198,LOS
73,32,0,-1126970.426,32,24,24,35,22,-0.082,18488.59066,0,0,0,295.9851388,46.0760627,362870.2014,NLOS
74,49,0,-753206.3216,41,40,41,46,33,0.299,18424.66518,3.67E-05,1.82E-12,0,232.0602069,1.452914819,113.390491,LOS
76,28,0,-766585.5721,19,18,18,25,0,0.4,18315.41699,0,0,0,122.8114642,94.60076913,2485.347676,NLOS
81,25,0,-718985.065,19,19,20,20,16,-0.41,18977.7051,0,0,0,785.099578,44.57099487,-45115.15941,NLOS
23,38,0,-790190.0935,42,41,42,47,41,0.596,17779.39814,-8.68E-05,5.27E-13,0,413.3322781,0.125456404,53.93018297,LOS
1,77,0,-785103.3102,39,38,39,40,19,0.865,18101.96752,-9.35E-06,9.12E-13,0,91.94238557,-0.08216821,7.86366583,LOS
3,46,0,-724333.108,32,31,32,36,19,0.952,17898.59503,1.94E-04,2.20E-11,0,291.6294594,0.492666375,78.0416181,NLOS
4,66,0,-784301.6135,46,45,46,48,44,1.164,18531.27493,-6.77E-06,1.11E-13,0,337.7812147,-0.149916023,-22.63942107,LOS
9,8,0,-805888.0458,43,43,43,45,42,1.004,17609.43006,-7.84E-05,-1.17E-11,0,584.0928478,-0.218585946,90.9180554,LOS
73,32,0,-1145178.582,33,32,32,35,22,1.107,18538.52608,0,0,0,345.0211782,49.03603933,362884.8526,NLOS
74,49,0,-771396.9163,41,41,41,46,33,1.17,18425.96262,3.67E-05,1.82E-12,0,232.4582709,0.398064069,110.4808338,LOS
76,28,0,-784762.1257,20,19,19,25,0,-0.054,18244.65635,0,0,0,51.15145384,-71.66001032,2468.396394,NLOS
81,25,0,-737184.3037,19,18,20,20,16,-1.049,18969.03234,0,0,0,775.5274424,-9.572135601,-45109.42558,NLOS
23,38,0,-808384.1338,42,41,42,47,41,1.146,17780.12178,-8.68E-05,5.27E-13,0,413.5535415,-0.221263438,54.46578869,LOS
1,77,0,-803295.9182,39,38,39,40,19,-0.477,18102.38184,-9.35E-06,9.12E-13,0,92.03622122,-0.093835652,6.367505174,LOS
3,46,0,-742563.5223,32,31,32,36,19,-0.774,17898.8287,1.94E-04,2.20E-11,0,257.4308929,34.19856652,114.3579667,NLOS
4,66,0,-802494.9673,46,45,46,48,44,-0.696,18531.65464,-6.77E-06,1.11E-13,0,337.5609679,-0.22024684,-23.39006501,LOS
9,8,0,-824081.9298,44,43,43,45,42,-0.788,17609.74432,-7.84E-05,-1.17E-11,0,584.3698156,-0.276967824,90.69405036,LOS
73,32,0,-1163392.747,33,32,33,35,22,-0.566,18545.07913,0,0,0,350.9746437,5.953465521,362904.9132,NLOS
74,49,0,-789586.3329,42,41,41,46,33,-0.264,18426.18923,3.67E-05,1.82E-12,0,232.0852904,-0.372980505,105.7934293,LOS
76,28,0,-802965.4038,20,20,20,25,0,0.545,18271.86124,0,0,0,77.75675839,26.60530455,2477.569963,NLOS
81,25,0,-755383.5425,19,18,19,20,16,0.52,18969.3988,0,0,0,775.2943121,-0.233130332,-45104.29126,NLOS
23,38,0,-826577.4206,41,41,42,47,41,-0.91,17780.44357,-8.68E-05,5.27E-13,0,413.8415585,-0.288016982,53.64820127,LOS
1,77,0,-821489.1358,39,38,39,40,19,-0.281,18101.60323,-9.35E-06,9.12E-13,0,91.46719267,0.569028545,6.680041965,LOS
3,46,0,-760754.1166,32,31,32,36,19,-0.117,17898.07768,1.94E-04,2.20E-11,0,297.3935747,-39.96268179,112.0535358,NLOS
4,66,0,-820688.3227,46,45,46,48,44,-0.144,18530.88222,-6.77E-06,1.11E-13,0,337.9776835,0.416715577,-22.93991332,LOS
9,8,0,-842275.3619,44,43,44,45,42,-0.101,17608.91814,-7.84E-05,-1.17E-11,0,583.9970085,0.372807108,91.217336,LOS
73,32,0,-1181593.431,33,33,33,35,22,-0.502,18531.07107,0,0,0,338.1657535,-12.80889015,362912.6916,NLOS
74,49,0,-807776.9565,42,41,42,46,33,-0.599,18426.30495,3.67E-05,1.82E-12,0,233.400177,1.3148866,103.5122901,LOS
76,28,0,-821154.0329,21,20,20,25,0,0.189,18257.04601,0,0,0,64.14069335,-13.61606504,2473.293778,NLOS
81,25,0,-773577.5439,19,18,19,20,16,-1.399,18963.88453,0,0,0,770.9792131,-4.315098982,-45103.19518,NLOS
23,38,0,-844770.8634,41,40,42,47,40,-0.045,17779.65154,-8.68E-05,5.27E-13,0,413.4314511,0.410107393,54.18589976,LOS
1,77,0,-839682.6069,39,38,39,40,19,0.025,18102.0744,-9.35E-06,9.12E-13,0,90.93841778,0.528774891,7.246107027,LOS
3,46,0,-778946.802,32,31,32,36,19,-0.414,17898.43428,1.94E-04,2.20E-11,0,295.542404,1.851170629,111.8402773,NLOS
4,66,0,-838881.4469,46,45,46,48,44,-0.106,18531.33448,-6.77E-06,1.11E-13,0,338.4081995,0.430516087,-22.72098381,LOS
9,8,0,-860467.9289,44,43,44,45,42,-0.107,17609.28907,-7.84E-05,-1.17E-11,0,583.6238474,0.373161096,90.8755341,LOS
73,32,0,-1199835.747,33,33,33,35,22,0.433,18571.69252,0,0,0,378.7872079,40.62145435,362962.1025,NLOS
74,49,0,-825967.5786,42,41,42,46,33,0.127,18427.10119,3.67E-05,1.82E-12,0,234.1964197,0.796242651,101.2296277,LOS
76,28,0,-839354.9154,22,21,21,25,0,0.564,18268.5108,0,0,0,75.60548641,11.46479306,2481.270995,NLOS
81,25,0,-791755.5809,19,18,19,20,16,-1.578,18949.29614,0,0,0,756.3908311,-14.58838202,-45118.06349,NLOS
23,38,0,-862963.6831,41,40,41,47,40,-0.199,17780.04638,-8.68E-05,5.27E-13,0,413.0249019,0.406549219,54.10047063,LOS
1,77,0,-857875.3016,39,38,39,40,19,0.913,18102.00303,-9.35E-06,9.12E-13,0,91.01034705,-0.071929269,7.035699833,LOS
3,46,0,-797133.8447,32,25,32,36,19,1.322,17898.29774,1.94E-04,2.20E-11,0,300.3501536,-4.807749584,105.9841826,NLOS
4,66,0,-857074.2241,45,45,46,48,44,0.909,18531.25549,-6.77E-06,1.11E-13,0,338.3228931,-0.085306481,-22.84905509,LOS
9,8,0,-878660.7291,44,43,44,45,42,0.787,17609.14946,-7.84E-05,-1.17E-11,0,583.7569553,-0.133107867,90.766919,LOS
73,32,0,-1218051.835,34,33,33,35,22,0.352,18546.25035,0,0,0,353.3450345,-25.44217344,362985.285,NLOS
74,49,0,-844157.6905,42,41,42,46,33,0.923,18427.05137,3.67E-05,1.82E-12,0,234.146603,-0.049816679,98.43678298,LOS
76,28,0,-857521.9384,22,21,22,25,0,-0.179,18235.44264,0,0,0,42.53732379,-33.06816262,2455.38867,NLOS
81,25,0,-809946.7296,19,18,19,20,16,1.043,18961.94755,0,0,0,769.0422389,12.65140786,-45119.82017,NLOS
23,38,0,-881156.3534,41,41,41,47,40,0.809,17779.93466,-8.68E-05,5.27E-13,0,413.0966648,-0.071762897,53.86560897,LOS
1,77,0,-876050.1557,38,37,39,40,19,-1.038,18084.3384,-9.35E-06,9.12E-13,0,90.36161627,0.648730785,7.272172991,LOS
3,46,0,-815328.8056,25,24,32,36,19,-1.158,17881.1085,1.94E-04,2.20E-11,0,273.8280076,26.52214603,126.3337244,NLOS
4,66,0,-875249.1278,45,44,46,48,44,-1.067,18513.15403,-6.77E-06,1.11E-13,0,338.498372,0.175478939,-22.56332924,LOS
9,8,0,-896835.6727,44,43,44,45,42,-1.157,17591.89804,-7.84E-05,-1.17E-11,0,582.7098834,1.047071949,91.08899249,LOS
73,32,0,-1236238.431,34,33,34,35,22,-1.016,18516.43708,0,0,0,341.8191085,-11.52592597,362997.263,NLOS
74,49,0,-862331.149,42,41,42,46,33,-0.726,18410.31761,3.67E-05,1.82E-12,0,235.7001831,1.553580053,97.27788263,LOS
76,28,0,-875726.2341,23,22,22,25,0,-1.19,18272.80355,0,0,0,98.18557991,55.64825612,2485.06638,NLOS
81,25,0,-828120.0723,19,18,19,20,16,-0.588,18943.41542,0,0,0,768.7974476,-0.244791299,-45121.09544,NLOS
23,38,0,-899331.1899,42,41,41,47,40,-1.051,17762.54616,-8.68E-05,5.27E-13,0,412.1705118,0.926152967,54.08420542,LOS
1,77,0,-894242.8254,38,37,39,40,19,0.762,18102.12858,-9.35E-06,9.20E-13,0,90.49222205,-0.130605787,7.336642142,LOS
