 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
3,463263.9869231078,52.0,0,-196693.68229158968,40,39,39,-0.24799999999959255,17933.597716353834,1.9361984221493645E-4,2.1911219E-11,0.0,266.6003547050059,-0.22712459787726402,27.683993611484766,LOS,
4,463263.9869231078,56.0,0,-256710.63800875843,49,48,49,-0.06800000000293949,18642.936677515507,-6.772651479482022E-6,6.8374863E-13,0.0,442.55106561258435,-0.28758011013269424,-31.518538620322943,LOS,
70,463263.9869231078,12.0,0,-216354.68101826683,34,33,35,-0.01599999999962165,17406.284070253372,1.281628100790543E-4,4.5474735E-12,0.0,794.1146916300058,-0.27134576439857483,65.15816288813949,LOS,
9,463263.9869231078,14.0,0,-279323.78477284685,33,32,33,0.010000000002037268,17657.277649905533,-7.789281675379026E-5,-1.0833621E-11,0.0,541.4455140642822,0.45411960780620575,1260.3390645198524,NLOS,
73,463263.9869231078,22.0,0,-219622.5539113842,36,35,36,0.35499999999956344,18554.64422270283,1.1720462495954683E-4,1.8189894E-12,0.0,354.244642842561,-8.997208151966333,47.84980380907655,NLOS,
74,463263.9869231078,44.0,0,-243752.80775596574,43,42,43,0.1790000000000873,18596.451042853296,3.6718796738702564E-5,1.8189894E-12,0.0,396.0514629893005,-0.7312369868159294,49.05937189608812,NLOS,
11,463263.9869231078,54.0,0,-421386.4958201647,45,44,45,-0.031000000002677552,18637.807169850916,-5.560098660426067E-4,-2.3859768E-12,0.0,437.49087842926383,-0.2660057283937931,-12.835306163877249,LOS,
31,463263.9869231078,38.0,0,-157620.13516657054,34,33,34,0.007000000001426088,18442.924846176058,3.2391523772744995E-4,-1.1857323E-12,0.0,243.3646536692977,0.4040687270462513,15.713755372911692,NLOS,
32,463264.9869811479,55.0,0,-342363.4930871092,37,36,36,0.2459999999991851,18378.422678366303,-2.2942841732824303E-4,8.8942569E-12,0.0,177.56456622481346,-0.051671821624040604,670.4170828796923,NLOS,
1,463264.9869811479,79.0,0,-275729.67319575325,48,47,48,0.11900000000241562,18234.60880511254,-9.34442910388184E-6,1.0992308E-12,0.0,34.18466675281525,0.07872861996293068,16.116987746208906,NLOS,
3,463264.9869811479,52.0,0,-214894.36523198336,40,40,40,0.136000000002241,17933.579001363367,1.936198641260976E-4,2.1911219E-11,0.0,266.5618363469839,0.038518358021974564,27.973377626389265,LOS,
4,463264.9869811479,56.0,0,-274910.9757403955,49,48,49,0.1069999999999709,18642.975041605532,-6.772650795735217E-6,6.8374863E-13,0.0,442.5933319851756,0.042266372591257095,-31.58072717860341,LOS,
70,463264.9869811479,12.0,0,-234554.8259877041,34,33,34,-0.4470000000001164,17405.536004796624,1.2816281462651568E-4,4.5474735E-12,0.0,794.8627570904791,-0.748065460473299,64.90437043830752,LOS,
9,463264.9869811479,14.0,0,-297527.3917646967,33,32,33,-0.06600000000253203,17657.25310473889,-7.789282758738186E-5,-1.0833621E-11,0.0,541.1753444187343,0.2701696455478668,1263.5426833592355,NLOS,
73,463264.9869811479,22.0,0,-237824.88198909536,35,35,36,-0.39399999999659485,18562.136504288763,1.1720462677853138E-4,1.8189894E-12,0.0,361.7369244247675,7.492281582206488,49.778301656246185,NLOS,
74,463264.9869811479,44.0,0,-261953.69695398211,42,42,43,0.09000000000014552,18596.885659210384,3.671879855768711E-5,1.8189894E-12,0.0,396.48607935011387,0.4346163608133793,49.5489900521934,NLOS,
11,463264.9869811479,54.0,0,-439587.0524321608,46,45,45,0.05700000000069849,18637.839614439756,-5.560098684285772E-4,-2.3859768E-12,0.0,437.5272252969444,0.03634686768054962,-12.679534643888474,LOS,
31,463264.9869811479,38.0,0,-175821.88539605215,34,33,34,0.26599999999962165,18442.98836104572,3.239152365417208E-4,-1.1857323E-12,0.0,243.87135469540954,0.5067010261118412,17.063504200428724,NLOS,
32,463265.9870392491,55.0,0,-360564.2359208055,37,36,37,-0.07999999999810825,18378.478181492537,-2.294284084340097E-4,8.8942569E-12,0.0,177.52728286385536,-0.037283360958099365,670.4626653604209,NLOS,
1,463265.9870392491,79.0,0,-293930.2880343124,48,47,48,0.2459999999991851,18234.769017022103,-9.344428004653865E-6,1.0992308E-12,0.0,34.06868564337492,-0.11598110944032669,16.032238207757473,NLOS,
3,463265.9870392491,52.0,0,-233095.9024602361,41,40,40,0.05899999999746797,17933.644893374294,1.936198860372601E-4,2.1911219E-11,0.0,266.8360602892935,-0.274223942309618,28.817257042974234,LOS,
4,463265.9870392491,56.0,0,-293111.34699284285,49,48,49,0.15100000000165892,18643.100361224264,-6.772650111988369E-6,6.8374863E-13,0.0,442.4129128307104,-0.18041915446519852,-31.909187387675047,LOS,
70,463265.9870392491,12.0,0,-252755.76070093736,34,33,34,0.5779999999977008,17407.00234425068,1.2816281917397732E-4,4.5474735E-12,0.0,793.696210090071,1.1665470004081726,65.14052933081985,LOS,
9,463265.9870392491,14.0,0,-315730.356023062,33,32,33,0.3830000000016298,17657.34384169802,-7.789283842097413E-5,-1.0833621E-11,0.0,541.8060315810144,-0.6306871622800827,1265.80377625674,NLOS,
73,463265.9870392491,22.0,0,-256023.08622097224,35,34,36,-0.06800000000293949,18557.424952019006,1.1720462859751604E-4,1.8189894E-12,0.0,356.72557970136404,-5.011344723403454,47.28316121548414,NLOS,
74,463265.9870392491,44.0,0,-280154.87343902513,42,42,43,0.1430000000000291,18597.184544663876,3.671880037667177E-5,1.8189894E-12,0.0,396.48517234250903,-9.070076048374176E-4,50.026102773845196,NLOS,
11,463265.9870392491,54.0,0,-457787.5959065333,46,45,46,0.07200000000011642,18637.963610082865,-5.560098708145479E-4,-2.3859768E-12,0.0,437.335819426924,-0.19140587002038956,-12.836693204939365,LOS,
31,463265.9870392491,38.0,0,-194024.05016728118,34,33,34,0.04899999999906868,18443.1490855366,3.239152353559916E-4,-1.1857323E-12,0.0,243.48793037608266,-0.3834243193268776,18.528002317994833,NLOS,
32,463266.9870972892,55.0,0,-378764.9990882836,37,36,37,0.09000000000014552,18378.389126241207,-2.2942839953977691E-4,8.8942569E-12,0.0,177.52482081577182,-0.0024620480835437775,670.5285816267133,NLOS,
1,463266.9870972892,79.0,0,-312131.46493212134,48,47,48,0.018000000000029104,18234.748190112412,-9.34442690542596E-6,1.0992308E-12,0.0,34.04971694946289,-0.018968693912029266,16.509547919034958,NLOS,
3,463266.9870972892,52.0,0,-251296.85224764422,41,41,41,-0.091999999996915,17933.534827079624,1.9361990794842127E-4,2.1911219E-11,0.0,266.9918389245868,-0.15577863529324532,29.073695614933968,LOS,
4,463266.9870972892,56.0,0,-311312.97957127914,49,48,49,-0.05099999999947613,18643.050835158676,-6.772649428241565E-6,6.8374863E-13,0.0,442.3529807217419,-0.05993210896849632,-30.97632160782814,LOS,
70,463266.9870972892,12.0,0,-270957.36414538696,34,33,34,-0.44099999999889405,17405.97649589181,1.2816282372143868E-4,4.5474735E-12,0.0,794.7220584526658,-1.025848362594843,66.04541943594813,LOS,
9,463266.9870972892,14.0,0,-333933.57698934525,33,32,33,-0.04500000000189175,17657.24832765013,-7.789284925456574E-5,-1.0833621E-11,0.0,542.1986762396991,-0.39264465868473053,1268.3215770721436,NLOS,
73,463266.9870972892,22.0,0,-274234.4739997275,35,34,35,-0.0319999999992433,18570.89423758164,1.1720463041650058E-4,1.8189894E-12,0.0,370.1948652602732,13.469285558909178,57.971567649394274,NLOS,
74,463266.9870972892,44.0,0,-298355.7234508954,42,41,42,0.0779999999977008,18596.255565412343,3.6718802195656314E-5,1.8189894E-12,0.0,395.5561930947006,-0.9289792478084564,50.17674232646823,NLOS,
11,463266.9870972892,54.0,0,-475989.34208135307,46,45,46,0.15999999999985448,18637.930294774473,-5.560098732005185E-4,-2.3859768E-12,0.0,437.2945137731731,-0.041305653750896454,-11.791151322424412,LOS,
31,463266.9870972892,38.0,0,-212226.21094251797,34,33,34,0.18500000000130967,18443.14012009278,3.239152341702625E-4,-1.1857323E-12,0.0,243.5590543821454,0.07112400606274605,19.98850444331765,NLOS,
32,463267.9871553904,55.0,0,-396965.50157555565,37,36,37,-0.3790000000008149,18378.294503703713,-2.2942839064554358E-4,8.8942569E-12,0.0,177.35401109233499,-0.17080972343683243,670.3338176831603,NLOS,
1,463267.9871553904,79.0,0,-330331.82955307513,48,47,48,-0.20300000000133878,18234.745749291033,-9.344425806197987E-6,1.0992308E-12,0.0,34.05322243645787,0.0035054869949817657,16.17458077520132,NLOS,
3,463267.9871553904,52.0,0,-269497.9538117163,41,41,41,-0.24400000000241562,17933.443244364113,1.9361992985958372E-4,2.1911219E-11,0.0,267.2170280665159,-0.22518914192914963,29.481910847127438,LOS,
4,463267.9871553904,56.0,0,-329513.08844837546,49,48,49,-0.21900000000096043,18643.027280963957,-6.772648744494719E-6,6.8374863E-13,0.0,442.32942651584744,-0.023554205894470215,-31.567157167941332,LOS,
70,463267.9871553904,12.0,0,-289159.5667507909,33,33,34,-0.09600000000136788,17408.25856333226,1.2816282826890032E-4,4.5474735E-12,0.0,792.4399910122156,2.2820674404501915,67.54947049543262,LOS,
9,463267.9871553904,14.0,0,-352135.48651442677,33,32,33,-0.5509999999994761,17657.156186670065,-7.7892860088158E-5,-1.0833621E-11,0.0,542.781389284879,-0.5827130451798439,1269.5279366895556,NLOS,
73,463267.9871553904,22.0,0,-292428.86402098835,35,34,35,-0.10900000000037835,18553.623845946044,1.1720463223548524E-4,1.8189894E-12,0.0,352.92447362467647,-17.270391635596752,51.66221658885479,NLOS,
74,463267.9871553904,44.0,0,-316556.001865197,42,41,42,-0.21700000000055297,18596.55626458302,3.671880401464097E-5,1.8189894E-12,0.0,395.85689226165414,0.3006991669535637,49.755784306675196,NLOS,
11,463267.9871553904,54.0,0,-494189.5915757753,46,45,46,-0.26199999999880674,18637.890774309635,-5.560098755864893E-4,-2.3859768E-12,0.0,437.2195012383163,-0.07501253485679626,-12.242289833724499,LOS,
31,463267.9871553904,38.0,0,-230427.88404176012,34,33,34,0.0020000000004074536,18443.133003097028,3.2391523298453323E-4,-1.1857323E-12,0.0,243.2354820407927,-0.3235723413527012,20.961330577731133,NLOS,
32,463268.98721343046,55.0,0,-415166.3988290094,37,36,37,0.09000000000014552,18378.25578338653,-2.294283817513108E-4,8.8942569E-12,0.0,177.9063279144466,0.5523168221116066,671.1334048397839,NLOS,
1,463268.98721343046,79.0,0,-348531.66603924334,48,47,48,0.18900000000212458,18234.789044231176,-9.344424706970082E-6,1.0992308E-12,0.0,34.697960529476404,0.6447380930185318,15.911063764244318,NLOS,
3,463268.98721343046,52.0,0,-287698.2274675667,41,40,41,0.04899999999906868,17933.38672754541,1.936199517707449E-4,2.1911219E-11,0.0,266.84398759528995,0.37304047122597694,29.661802776157856,LOS,
4,463268.98721343046,56.0,0,-347713.1075925492,49,48,49,0.23300000000017462,18643.040849689394,-6.772648060747914E-6,6.8374863E-13,0.0,442.9507563635707,0.6213298477232456,-31.648140732198954,LOS,
70,463268.98721343046,12.0,0,-307357.02975049615,33,32,34,-0.07200000000011642,17403.27653915435,1.281628328163617E-4,4.5474735E-12,0.0,796.8224302716553,-4.382439259439707,64.91350077465177,LOS,
9,463268.98721343046,14.0,0,-370335.75075557455,32,32,33,0.06599999999889405,17657.106811329722,-7.78928709217496E-5,-1.0833621E-11,0.0,542.4918888770044,0.2895004078745842,1269.6885972842574,NLOS,
73,463268.98721343046,22.0,0,-310609.18487885967,35,29,35,-0.6430000000000291,18538.467775862664,1.1720463405446979E-4,1.8189894E-12,0.0,338.3679884597659,-14.556485164910555,31.88328705728054,NLOS,
74,463268.98721343046,44.0,0,-334754.593714308,42,41,42,0.3730000000032305,18596.11347507313,3.671880583362552E-5,1.8189894E-12,0.0,396.01368767023087,0.1567954085767269,48.24784601479769,NLOS,
11,463268.98721343046,54.0,0,-512389.2387960963,46,45,46,0.16200000000026193,18637.905915100127,-5.560098779724598E-4,-2.3859768E-12,0.0,437.8606137409806,0.6411125026643276,-12.696117527782917,LOS,
31,463268.98721343046,38.0,0,-248617.76006814092,27,26,34,0.2929999999978463,18442.760278344154,3.239152317988041E-4,-1.1857323E-12,0.0,231.2644135169685,-11.971068523824215,10.736668761819601,NLOS,
32,463269.98727147054,55.0,0,-433366.215910472,37,36,37,-0.1290000000008149,18378.203915052116,-2.29428372857078E-4,8.8942569E-12,0.0,177.31991244107485,-0.5864154733717442,670.2532350867987,NLOS,
1,463269.98727147054,79.0,0,-366732.2177451439,48,48,48,-0.027000000001862645,18234.821844425052,-9.344423607742173E-6,1.0992308E-12,0.0,34.13080416247249,-0.5671563670039177,15.763181567192078,NLOS,
3,463269.98727147054,52.0,0,-305898.6141689159,41,40,41,-0.02599999999802094,17933.3511310108,1.936199736819061E-4,2.1911219E-11,0.0,267.5339866988361,-0.6899991035461426,29.355155289173126,LOS,
4,463269.98727147054,56.0,0,-365913.78065095097,49,48,49,-0.052999999999883585,18643.04890054837,-6.772647377001108E-6,6.8374863E-13,0.0,442.35736405849457,-0.5933923050761223,-31.674794986844063,LOS,
70,463269.98727147054,12.0,0,-325556.8032010272,33,32,33,-0.01599999999962165,17404.750864617527,1.2816283736382305E-4,4.5474735E-12,0.0,795.9476897269487,0.874740544706583,63.98839696124196,LOS,
9,463269.98727147054,14.0,0,-388538.15154423565,32,31,33,-0.3400000000001455,17657.083730489016,-7.789288175534123E-5,-1.0833621E-11,0.0,543.3386569023132,-0.8467680253088474,1271.3862204775214,NLOS,
73,463269.98727147054,22.0,0,-328830.9431767985,30,29,35,0.38100000000122236,18581.988231137395,1.1720463587345434E-4,1.8189894E-12,0.0,381.28885881602764,42.92087035626173,52.94221267476678,NLOS,
74,463269.98727147054,44.0,0,-352955.38935560733,42,41,42,0.23599999999714782,18596.481137529016,3.6718807652610064E-5,1.8189894E-12,0.0,395.7817652076483,-0.2319224625825882,48.34411499276757,NLOS,
11,463269.98727147054,54.0,0,-530590.3355383836,46,45,46,-0.12299999999959255,18637.911560989916,-5.560098803584304E-4,-2.3859768E-12,0.0,437.28358448296785,-0.5770292580127716,-12.300008177757263,LOS,
31,463269.98727147054,38.0,0,-266799.5036365688,25,24,34,1.0960000000013679,18444.57800217718,3.23915230613075E-4,-1.1857323E-12,0.0,224.27868720516562,-6.985726311802864,-8.220035921782255,NLOS,
32,463270.9873295106,55.0,0,-451567.1343362555,37,36,37,0.07200000000011642,18378.211181294173,-2.294283639628452E-4,8.8942569E-12,0.0,178.29400956630707,0.9740971252322197,671.3737870305777,NLOS,
1,463270.9873295106,79.0,0,-384931.9460764043,48,48,48,0.13700000000244472,18234.914908587933,-9.344422508514268E-6,1.0992308E-12,0.0,35.124360628426075,0.9935564659535885,15.691302102059126,NLOS,
3,463270.9873295106,52.0,0,-324098.8384870738,41,40,41,-0.04799999999886495,17933.347182311118,1.936199955930672E-4,2.1911219E-11,0.0,266.5391429550946,0.9948437437415123,29.78550198301673,LOS,
4,463270.9873295106,56.0,0,-384113.69796682894,49,48,49,0.09400000000096043,18643.11070119962,-6.772646693254304E-6,6.8374863E-13,0.0,443.32746155560017,0.9700974971055984,-31.55781439319253,LOS,
70,463270.9873295106,12.0,0,-343752.4035203345,33,32,33,-0.0020000000004074536,17401.402320791036,1.2816284191128442E-4,4.5474735E-12,0.0,798.3968561775982,-2.4491664506495,59.7895392999053,LOS,
9,463270.9873295106,14.0,0,-406737.9122889787,32,31,32,0.3070000000006985,17657.094433683902,-7.789289258893283E-5,-1.0833621E-11,0.0,542.6160713545978,0.7225855477154255,1271.3431771285832,NLOS,
73,463270.9873295106,22.0,0,-347037.76295963675,30,29,35,-0.03299999999944703,18564.97953407839,1.1720463769243888E-4,1.8189894E-12,0.0,365.1795391328633,-16.109319683164358,59.96200056746602,NLOS,
74,463270.9873295106,44.0,0,-371155.39799657837,42,41,42,-0.33799999999973807,18597.799984015524,3.671880947159461E-5,1.8189894E-12,0.0,397.99998906999826,2.218223862349987,48.552761018276215,NLOS,
11,463270.9873295106,54.0,0,-548789.8714991696,46,46,46,0.12099999999918509,18637.97582487762,-5.560098827444009E-4,-2.3859768E-12,0.0,438.226599521935,0.9430150389671326,-12.565302949398756,LOS,
32,463271.9873875507,55.0,0,-469768.29845675454,37,37,37,0.028000000002066372,18378.166888792068,-2.2942835506861245E-4,8.8942569E-12,0.0,177.80826688930392,-0.4857426770031452,672.1404487751424,NLOS,
1,463271.9873875507,79.0,0,-403132.39719313756,49,48,48,0.09299999999711872,18234.949371997267,-9.344421409286361E-6,1.0992308E-12,0.0,34.554407738149166,-0.5699528902769089,15.742623195052147,NLOS,
