 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
31,463666.0015761572,37.0,2,-375389.3150674179,32,32,32,0.15799999999944703,18487.07484535873,3.239147958667643E-4,-1.0289248E-12,0.0,288.14816343411803,-0.07954131066799164,-39.941906213760376,NLOS,
32,463667.00163688546,54.0,2,-559770.5975825638,47,46,47,0.15799999999944703,18388.991209618747,-2.3029606581338494E-4,1.080773E-11,0.0,189.55019185692072,-0.7380378171801567,-6.396612264215946,NLOS,
3,463667.00163688546,54.0,2,-432710.9234759845,40,40,41,0.15599999999903957,17941.903378389776,1.9362866887064452E-4,2.1893931E-11,0.0,257.46518973633647,-0.6502288915216923,23.367499079555273,LOS,
4,463667.00163688546,53.0,2,-492737.5543538891,50,49,50,0.2109999999993306,18674.90384062007,-6.772334424797331E-6,8.7782917E-13,0.0,475.3621034808457,-0.7136856503784657,-28.710986621677876,LOS,
8,463667.00163688546,49.0,2,-486038.77638825774,32,31,32,0.22600000000238651,18019.987175557762,1.716523632335234E-5,4.8124811E-12,0.0,178.14429011568427,-0.6286525577306747,448.8142208829522,NLOS,
9,463667.00163688546,16.0,2,-515253.6173489392,33,32,33,0.1640000000006694,17670.483265642077,-7.789718405957122E-5,-1.0838515E-11,0.0,530.2138991095126,-1.1461109146475792,1164.6585115417838,NLOS,
74,463667.00163688546,41.0,0,-479728.71143612266,37,36,36,0.03900000000066939,18644.349945064634,3.671952981676434E-5,1.8189894E-12,0.0,444.8497425764799,-3.1202705800533295,0.9789795912802219,NLOS,
11,463667.00163688546,50.0,2,-657391.2656176239,49,48,49,0.20300000000133878,18669.149750232697,-5.560107615632645E-4,-2.0904871E-12,0.0,469.7292083315551,-0.6943118721246719,-32.537822779268026,NLOS,
17,463667.00163688546,14.0,2,-537051.1517455466,39,38,39,0.19900000000052387,18109.141763217747,-1.5429349428702958E-4,-9.3657309E-13,0.0,90.27899007871747,-0.6375872753560543,59.15528292581439,NLOS,
23,463667.00163688546,46.0,2,-516880.2874765359,38,37,37,0.1760000000031141,17876.245948448777,-8.684570357548302E-5,6.3604222E-13,0.0,325.41238049790263,-1.3412325084209442,108.6299780011177,NLOS,
31,463667.00163688546,37.0,2,-393587.70936928317,33,32,32,0.24399999999877764,18487.309396244586,3.2391479483783955E-4,-1.0289248E-12,0.0,287.54633067175746,-0.6018327623605728,-41.04866061732173,NLOS,
32,463668.0016975526,54.0,2,-577969.243527554,47,47,47,-0.04500000000189175,18388.95596699789,-2.3029605500565526E-4,1.080773E-11,0.0,190.42064457014203,0.8704527132213116,-6.3487976267933846,NLOS,
3,463668.0016975526,54.0,2,-450909.6530400701,40,39,41,-0.043000000001484295,17941.869133405387,1.9362869076457547E-4,2.1893931E-11,0.0,256.59559761732817,0.8695921190083027,23.502256371080875,LOS,
4,463668.0016975526,53.0,2,-510936.0940666646,49,49,50,0.006000000001222361,18674.919130887836,-6.7723335469681975E-6,8.7782917E-13,0.0,476.28754879906774,0.9254453182220459,-28.772381111979485,LOS,
8,463668.0016975526,49.0,2,-504238.3885718249,32,31,32,0.023999999997613486,18020.020095001906,1.7165241135833285E-5,4.8124811E-12,0.0,177.41639805212617,0.7278920635581017,449.8264767639339,NLOS,
9,463668.0016975526,16.0,2,-533451.1225159168,33,32,33,-0.037000000000261934,17670.455868389457,-7.78971948980854E-5,-1.0838515E-11,0.0,529.2798541933298,0.9340449161827564,1163.5590587817132,NLOS,
74,463668.0016975526,41.0,0,-497927.6162646897,37,36,37,-0.011999999998806743,18646.307284884155,3.671953163575367E-5,1.8189894E-12,0.0,447.70645977184176,2.8567171953618526,1.2829830460250378,NLOS,
11,463668.0016975526,50.0,2,-675589.9417704754,49,48,49,0.0039999999971769284,18669.16385250911,-5.560107636537516E-4,-2.0904871E-12,0.0,470.66665901988745,0.9374506883323193,-32.46366707235575,NLOS,
17,463668.0016975526,14.0,2,-555249.8546904512,39,38,39,0.04100000000107684,18109.191033992916,-1.542934952236026E-4,-9.3657309E-13,0.0,89.27645340934396,1.0025366693735123,59.256576623767614,NLOS,
23,463668.0016975526,46.0,2,-535076.3703280054,38,37,38,-0.01600000000325963,17876.24036240205,-8.684570293944083E-5,6.3604222E-13,0.0,324.87592606619,0.5364544317126274,106.1116497181356,NLOS,
31,463668.0016975526,37.0,2,-411786.0988514349,40,33,33,0.01599999999962165,18487.33319688961,3.2391479380891483E-4,-1.0289248E-12,0.0,288.556659296155,1.0103286243975163,-41.26085736230016,NLOS,
32,463669.00175828085,54.0,2,-596167.881928876,48,47,47,0.03900000000066939,18388.985145412385,-2.3029604419792487E-4,1.080773E-11,0.010678799999999988,190.44740729406476,0.026762723922729492,-6.308526661247015,NLOS,
3,463669.00175828085,54.0,2,-469108.2820651643,40,40,40,0.03800000000046566,17941.897080678493,1.9362871265850786E-4,2.1893931E-11,-0.0033202999999994987,256.66650792211294,-0.07091030478477478,23.53647466748953,LOS,
4,463669.00175828085,53.0,2,-529134.6249362752,49,48,50,0.08799999999973807,18674.997703459114,-6.772332669139009E-6,8.7782917E-13,0.021520100000000042,476.36314821243286,0.07559941336512566,-28.842618767172098,LOS,
8,463669.00175828085,49.0,2,-522437.6020461954,32,31,32,0.1290000000008149,18020.14007870108,1.7165245948314546E-5,4.8124811E-12,-0.003662599999999294,177.70801117643714,-0.2916131243109703,450.44002344831824,NLOS,
9,463669.00175828085,16.0,2,-551648.8164101392,33,32,33,0.026999999998224666,17670.47408909723,-7.789720573660029E-5,-1.0838515E-11,-0.024402000000000257,529.0496097654104,0.23024442791938782,1162.6483332663774,NLOS,
74,463669.00175828085,41.0,0,-516128.0246153362,37,36,37,0.4360000000015134,18647.935571011156,3.671953345474311E-5,1.8189894E-12,0.0254783999999999,449.3347458988428,1.6282861270010471,3.0905085802078247,NLOS,
11,463669.00175828085,50.0,2,-693788.6441032775,49,48,49,0.08800000000337604,18669.24130158499,-5.560107657442388E-4,-2.0904871E-12,0.021324700000000085,470.7747687511146,0.1081097312271595,-32.36333141475916,NLOS,
17,463669.00175828085,14.0,2,-573448.5737203322,39,38,39,0.09799999999813735,18109.281036771834,-1.542934961601757E-4,-9.3657309E-13,0.009021000000000612,89.15634739398956,0.12010601535439491,59.37395529448986,NLOS,
23,463669.00175828085,46.0,2,-553273.3863378987,39,38,38,0.06900000000314321,17876.299205571413,-8.68457023033986E-5,6.3604222E-13,-0.00798940000000048,323.88128028064966,0.9946457855403423,104.52647985890508,NLOS,
31,463669.00175828085,37.0,2,-429984.5922966227,40,39,40,0.13300000000162981,18487.45800024271,3.239147927799901E-4,-1.0289248E-12,0.01733199999999968,288.776417799294,0.219758503139019,-41.36909107118845,NLOS,
32,463670.0018190091,54.0,2,-614366.5355101638,48,47,48,0.06999999999970896,18389.05487350002,-2.3029603339019442E-4,1.080773E-11,0.0,190.49688076227903,0.04947346821427345,-6.253075730055571,NLOS,
3,463670.0018190091,54.0,2,-487306.79192751274,40,40,40,0.05400000000008731,17941.952697139233,1.9362873455244025E-4,2.1893931E-11,0.0,256.75601887330413,-0.0895109511911869,23.45153022184968,LOS,
4,463670.0018190091,53.0,2,-547333.1594674289,49,48,49,0.11500000000160071,18675.11289070174,-6.7723317913098186E-6,8.7782917E-13,0.0,476.45120545104146,0.08805723860859871,-28.909194875508547,LOS,
8,463670.0018190091,49.0,2,-540636.6238413341,31,30,32,0.13699999999880674,18020.276087470353,1.7165250760795808E-5,4.8124811E-12,0.0,177.792573697865,-0.0845625214278698,450.8618909008801,NLOS,
9,463670.0018190091,16.0,2,-569847.0217729732,33,32,33,0.08799999999973807,17670.56199869141,-7.789721657511519E-5,-1.0838515E-11,0.0,528.4965859465301,0.5530238188803196,1162.2490763626993,NLOS,
74,463670.0018190091,41.0,0,-534325.4762764126,37,36,37,0.4039999999986321,18645.103591311723,3.671953527373256E-5,1.8189894E-12,0.0,446.50276619940996,-2.83197969943285,1.9413445442914963,NLOS,
11,463670.0018190091,50.0,2,-711987.3856474236,49,48,49,0.11199999999735155,18669.35309934616,-5.560107678347259E-4,-2.0904871E-12,0.0,470.8958576209843,0.12108886986970901,-32.223784413188696,NLOS,
17,463670.0018190091,14.0,2,-591647.2652804293,34,33,39,0.158000000003085,18109.437869567424,-1.542934970967488E-4,-9.3657309E-13,0.0,89.07978986948729,0.07655752450227737,59.46386418119073,NLOS,
23,463670.0018190091,46.0,2,-571470.8323700614,39,38,39,0.09499999999752617,17876.394747152925,-8.684570166735636E-5,6.3604222E-13,0.0,323.38975078240037,0.4915294982492924,103.37133227288723,NLOS,
31,463670.0018190091,37.0,2,-448183.1661003418,40,39,40,0.15199999999822467,18487.608967781067,3.239147917510653E-4,-1.0289248E-12,0.0,288.97254014387727,0.19612234458327293,-41.396966245025396,NLOS,
32,463671.00187967625,54.0,2,-632565.3219458424,48,47,48,0.17000000000189175,18389.235202260315,-2.3029602258246466E-4,1.080773E-11,0.0,190.66401612758636,0.16713536530733109,-6.06477040797472,NLOS,
3,463671.00187967625,54.0,2,-505505.37260394916,40,40,40,0.1640000000006694,17942.125656392425,1.936287564463713E-4,2.1893931E-11,0.0,256.65553042292595,0.10048845037817955,23.437399860471487,LOS,
4,463671.00187967625,53.0,2,-565531.8293242902,49,48,49,0.21900000000096043,18675.34204311669,-6.772330913480684E-6,8.7782917E-13,0.0,476.670880921185,0.2196754701435566,-28.840445280075073,LOS,
8,463671.00187967625,49.0,2,-558835.8019160777,31,30,32,0.2669999999998254,18020.5528832525,1.7165255573276774E-5,4.8124811E-12,0.0,177.52915716171265,0.2634165361523628,451.44003795832396,NLOS,
9,463671.00187967625,16.0,2,-588045.5389356725,33,32,33,0.17599999999947613,17670.746663656086,-7.789722741362942E-5,-1.0838515E-11,0.0,528.1431939378381,0.35339200869202614,1162.161619324237,NLOS,
74,463671.00187967625,41.0,0,-552523.3896041103,37,36,37,0.3359999999993306,18645.6899144724,3.67195370927219E-5,1.8189894E-12,0.0,447.0890893600881,0.5863231606781483,1.2538471296429634,NLOS,
11,463671.00187967625,50.0,2,-730186.2671439052,49,48,49,0.22000000000116415,18669.583611525595,-5.56010769925213E-4,-2.0904871E-12,0.0,471.1176361516118,0.2217785306274891,-31.944285076111555,NLOS,
17,463671.00187967625,14.0,2,-609845.9438267872,35,34,39,0.19099999999889405,18109.64019688219,-1.5429349803332187E-4,-9.3657309E-13,0.0,88.98877025395632,0.09101961553096771,59.540759328752756,NLOS,
23,463671.00187967625,46.0,2,-589668.4230928198,40,39,39,0.19800000000032014,17876.602450739592,-8.684570103131417E-5,6.3604222E-13,0.0,323.1835337802768,0.20621700212359428,102.36087527871132,NLOS,
31,463671.00187967625,37.0,2,-466382.0109330267,40,39,40,0.2540000000008149,18487.87252932787,3.239147907221406E-4,-1.0289248E-12,0.0,289.3593018017709,0.3867616578936577,-41.15381245687604,NLOS,
32,463672.0019404045,54.0,2,-650763.974740155,48,47,48,-0.10300000000279397,18389.121184557676,-2.302960117747343E-4,1.080773E-11,0.0,190.56467839330435,-0.09933773428201675,-6.010106451809406,NLOS,
3,463672.0019404045,54.0,2,-523703.8499377407,41,40,40,-0.10099999999874854,17942.014984570444,1.9362877834030366E-4,2.1893931E-11,0.0,256.7292235456407,-0.07369312271475792,23.319926854223013,LOS,
4,463672.0019404045,53.0,2,-583730.3714838251,49,48,49,-0.05100000000311411,18675.282199442387,-6.772330035651495E-6,8.7782917E-13,0.0,476.6275754161179,-0.04330550506711006,-28.899393010884523,LOS,
8,463672.0019404045,49.0,2,-577034.9372694902,31,30,31,-0.06799999999930151,18020.476432710886,1.7165260385758032E-5,4.8124811E-12,0.0,177.46475423127413,0.06440293043851852,451.9754636846483,NLOS,
9,463672.0019404045,16.0,2,-606243.8341547549,33,32,33,-0.10199999999895226,17670.63593508303,-7.789723825214431E-5,-1.0838515E-11,0.0,528.3236060291529,-0.18041209131479263,1161.8522186726332,NLOS,
74,463672.0019404045,41.0,0,-570720.3670002632,37,36,37,-1.0449999999982538,18644.878668833524,3.671953891171134E-5,1.8189894E-12,0.0,446.27784372121096,-0.8112456388771534,-0.36958182975649834,NLOS,
11,463672.0019404045,50.0,2,-748384.9948879406,49,48,49,-0.05400000000008731,18669.518410481513,-5.560107720157002E-4,-2.0904871E-12,0.0,471.04574551433325,-0.07189063727855682,-31.818538185209036,NLOS,
17,463672.0019404045,14.0,2,-628044.3388043493,35,34,35,0.018000000000029104,18109.64740255475,-1.5429349896989498E-4,-9.3657309E-13,0.0,89.16831608861685,-0.1795458346605301,59.334085680544376,NLOS,
23,463672.0019404045,46.0,2,-607865.8041583039,40,39,40,-0.0819999999985157,17876.51058384031,-8.684570039527193E-5,6.3604222E-13,0.0,323.3317049778998,-0.14817119762301445,101.1407610103488,NLOS,
31,463672.0019404045,37.0,2,-484580.84365992993,40,39,40,-0.026999999998224666,18487.835882753134,3.2391478969321584E-4,-1.0289248E-12,0.0,289.4629509933293,0.10364919155836105,-40.92276445031166,NLOS,
32,463673.0020011327,54.0,2,-668962.6213075407,48,47,48,0.031000000002677552,18389.152593966573,-2.3029600096700385E-4,1.080773E-11,0.0,190.5927429907024,0.02806459739804268,-5.9616694226861,NLOS,
3,463673.0020011327,54.0,2,-541902.4479438849,41,40,41,0.024999999997817213,17942.03934077546,1.9362880023423608E-4,2.1893931E-11,0.0,256.5788796618581,0.1503438837826252,23.323126204311848,LOS,
4,463673.0020011327,53.0,2,-601928.8924783207,49,48,49,0.08000000000174623,18675.36210532114,-6.772329157822306E-6,8.7782917E-13,0.0,476.6907573007047,0.06318188458681107,-28.9795057810843,LOS,
8,463673.0020011327,49.0,0,-595300.6381810568,30,24,31,0.06600000000253203,18020.543291460723,1.7165265198239294E-5,4.8124811E-12,0.0,110.79205202311277,66.67270220816135,519.0764475651085,NLOS,
9,463673.0020011327,16.0,2,-624441.8405365683,33,32,33,0.05500000000029104,17670.690255343914,-7.789724909065921E-5,-1.0838515E-11,0.0,528.5708760358393,-0.24727000668644905,1161.2539807483554,NLOS,
74,463673.0020011327,41.0,0,-588920.4680122957,37,36,37,0.2029999999977008,18648.126918245107,3.6719540730700794E-5,1.8189894E-12,0.0,449.5260931327939,3.2482494115829468,1.1306050904095173,NLOS,
11,463673.0020011327,50.0,2,-766583.705144912,49,48,49,0.07600000000093132,18669.59518498555,-5.560107741061874E-4,-2.0904871E-12,0.0,471.1100699417293,0.06432442739605904,-31.71027835831046,NLOS,
17,463673.0020011327,14.0,2,-646242.6269710064,36,35,35,0.07200000000011642,18109.71987855062,-1.542934999064681E-4,-9.3657309E-13,0.0,89.17109820246696,-0.0027821138501167297,59.02060113102198,NLOS,
23,463673.0020011327,46.0,2,-626062.7546391711,40,39,40,0.0639999999984866,17876.575213626027,-8.68456997592297E-5,6.3604222E-13,0.0,323.700785074383,-0.3690800964832306,99.49006212875247,NLOS,
31,463673.0020011327,37.0,2,-502779.78415313736,40,39,40,0.10900000000037835,18487.946765311062,3.2391478866429106E-4,-1.0289248E-12,0.0,289.6864418014884,0.22349080815911293,-40.58395013958216,NLOS,
32,463674.00206179987,54.0,2,-687161.2255645804,48,47,48,-0.01600000000325963,18389.147164214402,-2.3029599015927414E-4,1.080773E-11,0.0,190.58471173793077,-0.008031252771615982,-5.955542739480734,NLOS,
3,463674.00206179987,54.0,2,-560101.1192857511,41,40,41,-0.020999999997002305,17942.026602976024,1.936288221281671E-4,2.1893931E-11,0.0,256.47585001960397,0.10302964225411415,23.399661272764206,LOS,
4,463674.00206179987,53.0,2,-620127.3662053682,48,47,49,0.03800000000046566,18675.407872710377,-6.772328279993169E-6,8.7782917E-13,0.0,476.72779106348753,0.03703376278281212,-29.106885999441147,LOS,
8,463674.00206179987,49.0,0,-613527.57362777,26,25,31,0.05499999999665306,18020.60723976046,1.7165270010720257E-5,4.8124811E-12,0.0,149.45035277307034,-38.65830074995756,547.4119665920734,NLOS,
9,463674.00206179987,16.0,2,-642639.9838362522,33,32,33,-0.018000000000029104,17670.68239683658,-7.789725992917343E-5,-1.0838515E-11,0.0,528.3923543691635,0.17852166667580605,1160.7926606945693,NLOS,
74,463674.00206179987,41.0,0,-607118.6177607775,37,36,37,0.342000000000553,18646.300235118717,3.671954254969013E-5,1.8189894E-12,0.0,447.6994100064039,-1.8266831263899803,0.6795284599065781,NLOS,
11,463674.00206179987,50.0,2,-784782.3715094887,49,48,49,0.03499999999985448,18669.63955676183,-5.560107761966744E-4,-2.0904871E-12,0.0,471.14793794602156,0.03786800429224968,-31.645910926163197,NLOS,
17,463674.00206179987,14.0,2,-664440.9033608623,36,35,36,0.06999999999970896,18109.80024383217,-1.5429350084304112E-4,-9.3657309E-13,0.0,89.07884027063847,0.09225793182849884,58.695339776575565,NLOS,
23,463674.00206179987,46.0,2,-644259.6128086671,40,39,40,0.008000000001629815,17876.59218209237,-8.684569912318751E-5,6.3604222E-13,0.0,323.73157301172614,-0.030787937343120575,97.74705187231302,NLOS,
31,463674.00206179987,37.0,2,-520978.8372731246,40,39,40,0.07999999999810825,18488.034975666553,3.2391478763536634E-4,-1.0289248E-12,0.0,289.9147621206939,0.22832031920552254,-40.13250904530287,NLOS,
32,463675.0021225281,54.0,2,-705359.9829501659,47,47,48,0.2040000000015425,18389.340540815145,-2.3029597935154373E-4,1.080773E-11,0.0,190.7721420302987,0.18743029236793518,-5.796287506818771,NLOS,
3,463675.0021225281,54.0,2,-578299.9826884381,42,41,41,0.1989999999968859,17942.217857997864,1.936288440220995E-4,2.1893931E-11,0.0,256.25412008166313,0.22172993794083595,23.668257165700197,LOS,
4,463675.0021225281,53.0,2,-638325.9933084585,48,47,49,0.25499999999738066,18675.654511462897,-6.772327402163981E-6,8.7782917E-13,0.0,476.965510353446,0.23771928995847702,-29.08089017495513,LOS,
8,463675.0021225281,49.0,0,-631754.6432840452,27,26,30,0.25200000000040745,18020.848600670695,1.7165274823201518E-5,4.8124811E-12,0.0,149.20899179205298,0.24136098101735115,575.8816951811314,NLOS,
9,463675.0021225281,16.0,2,-660838.7134299837,33,32,33,0.20200000000113505,17670.875594742596,-7.789727076768833E-5,-1.0838515E-11,0.0,527.7645171321929,0.6278372369706631,1160.9176346883178,NLOS,
74,463675.0021225281,41.0,0,-625314.0337964483,36,35,37,0.8179999999993015,18643.691132057458,3.671954436867958E-5,1.8189894E-12,0.0,445.09030694514513,-2.609103061258793,-2.505260981619358,NLOS,
11,463675.0021225281,50.0,2,-802981.1734701805,49,48,49,0.25200000000040745,18669.882592309266,-5.560107782871615E-4,-2.0904871E-12,0.0,471.36533004045486,0.21739209443330765,-31.445947378873825,NLOS,
17,463675.0021225281,14.0,2,-682639.452524621,36,35,36,0.2849999999998545,18110.075397215784,-1.5429350177961423E-4,-9.3657309E-13,0.0,88.70204201340675,0.37679825723171234,58.64285232499242,NLOS,
23,463675.0021225281,46.0,2,-662456.8519139998,40,39,40,0.24199999999837019,17876.825364690274,-8.684569848714528E-5,6.3604222E-13,0.0,323.28915406763554,0.4424189440906048,96.38497745245695,NLOS,
31,463675.0021225281,37.0,2,-539178.0259671658,40,39,40,0.27400000000125146,18488.300016388297,3.2391478660644157E-4,-1.0289248E-12,0.0,290.1660519838333,0.25128986313939095,-39.54549390077591,NLOS,
32,463676.00218319526,54.0,2,-723558.51913926,48,47,48,-0.1959999999999127,18389.153621975332,-2.3029596854381396E-4,1.080773E-11,0.0,190.58522317558527,-0.18691885471343994,-5.8582287691533566,NLOS,
3,463676.00218319526,54.0,2,-596498.5945475623,42,41,42,-0.1989999999968859,17942.027611486614,1.936288659160305E-4,2.1893931E-11,0.0,256.4759564548731,-0.2218363732099533,23.6853094920516,LOS,
4,463676.00218319526,53.0,2,-656524.4135916494,48,47,48,-0.1459999999970023,18675.51727996394,-6.772326524334845E-6,8.7782917E-13,0.0,476.8429587893188,-0.1225515641272068,-29.26171424984932,LOS,
8,463676.00218319526,49.0,0,-649981.4838584624,27,26,27,-0.13099999999758438,18020.726701118052,1.716527963568248E-5,4.8124811E-12,0.0,149.33089135587215,-0.12189956381917,604.1223419122398,NLOS,
9,463676.00218319526,16.0,2,-679037.5811161138,33,32,33,-0.17599999999947613,17670.709111418575,-7.789728160620254E-5,-1.0838515E-11,0.0,527.5848127417266,0.17970439046621323,1161.1807010807097,NLOS,
74,463676.00218319526,41.0,0,-643508.6664375812,36,35,37,-0.5390000000006694,18643.032266691327,3.671954618766892E-5,1.8189894E-12,0.0,444.4314415752888,-0.6588653698563576,-6.4734449647367,NLOS,
11,463676.00218319526,50.0,2,-821179.6973465532,49,48,49,-0.14900000000125146,18669.74327141419,-5.560107803776487E-4,-2.0904871E-12,0.0,471.16896175965667,-0.1963682807981968,-31.524068150669336,NLOS,
17,463676.00218319526,14.0,2,-700837.8515076526,36,35,36,-0.13599999999860302,18109.948233615607,-1.542935027161873E-4,-9.3657309E-13,0.0,88.74818703904748,-0.04614502564072609,58.44018414616585,NLOS,
23,463676.00218319526,46.0,2,-680654.4352756813,40,39,40,-0.18000000000029104,17876.65509288013,-8.684569785110308E-5,6.3604222E-13,0.0,322.88337603211403,0.40577803552150726,95.36715938523412,NLOS,
31,463676.00218319526,37.0,2,-557376.9673797786,40,39,40,-0.10800000000017462,18488.200735144317,3.2391478557751684E-4,-1.0289248E-12,0.0,290.03443766757846,-0.1316143162548542,-39.205760184675455,NLOS,
