PRN, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, ExtremeMaxSnrValue, ExtremeMinSnrValue, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
3,52,0,-160292.0411,39,38,39,42,37,0.232,17933.44075,1.94E-04,2.19E-11,0,266.7435136,-0.065669023,26.53009201,LOS
4,56,0,-220310.5056,49,48,49,49,48,0.224,18642.64863,-6.77E-06,6.84E-13,0,442.5834326,-0.191251662,-31.15089355,LOS
70,12,0,-179954.0079,35,34,35,37,34,0.537,17406.13553,1.28E-04,4.55E-12,0,793.9634395,0.577487119,64.98274507,LOS
8,48,0,-1.57E+07,31,30,31,32,30,0.024,17980.46965,0,0,0,219.1499608,0.410495479,1.55E+07,NLOS
9,14,0,-242918.874,33,32,33,33,30,-0.094,17657.07679,-7.79E-05,-1.08E-11,0,542.1760979,-0.205091875,1255.935211,NLOS
73,22,0,-183223.1823,36,35,35,36,28,0.246,18560.83694,1.17E-04,1.82E-12,0,360.7371491,-2.692335073,48.97752875,NLOS
74,44,0,-207351.9237,43,42,42,43,41,0.207,18595.96528,3.67E-05,1.82E-12,0,395.8654943,0.050339561,48.67472325,NLOS
11,54,0,-384986.1829,45,44,44,45,36,0.193,18637.51387,-5.56E-04,-2.39E-12,0,437.4916132,-0.150215562,-12.64636869,LOS
76,26,0,2777330.729,17,16,17,21,16,-1.025,18420.4324,0,0,0,220.3320631,-14.74857274,-2995641.996,NLOS
31,38,0,-121217.2603,34,33,34,34,23,0.423,18442.572,3.24E-04,-1.19E-12,0,242.2696929,0.118232325,13.34007474,NLOS
32,55,0,-305963.2956,36,36,36,36,29,0.099,18378.45701,-2.29E-04,8.89E-12,0,177.9819377,0.133635886,671.0145048,NLOS
1,79,0,-239329.8145,48,47,48,50,47,0.224,18234.49266,-9.34E-06,1.10E-12,0,34.36180773,0.291519772,17.05792331,LOS
3,52,0,-178492.6676,39,38,39,42,37,0.1,17933.63896,1.94E-04,2.19E-11,0,266.3732301,0.370283537,27.06287268,LOS
4,56,0,-238510.9675,49,48,49,49,48,0.211,18642.91276,-6.77E-06,6.84E-13,0,442.8386457,0.255213082,-30.78911825,LOS
70,12,0,-198154.8611,34,34,35,37,34,-0.394,17406.25562,1.28E-04,4.55E-12,0,793.8433459,0.120093677,65.73697729,LOS
8,48,0,-1.57E+07,31,30,31,32,30,0.509,17980.762,0,0,0,219.2129004,-0.062939569,1.55E+07,NLOS
9,14,0,-261121.5366,33,32,33,33,30,0.183,17657.29211,-7.79E-05,-1.08E-11,0,541.8996337,0.276464272,1258.494241,NLOS
73,22,0,-201426.7283,36,35,36,36,28,0.07,18563.34164,1.17E-04,1.82E-12,0,363.241851,2.504701938,52.42374125,NLOS
74,44,0,-225553.0794,43,42,43,43,41,0.092,18596.88249,3.67E-05,1.82E-12,0,396.7827,0.917205635,49.73057003,NLOS
11,54,0,-403186.8468,45,44,45,45,36,0.215,18637.7784,-5.56E-04,-2.39E-12,0,437.7568842,0.265270997,-12.0834641,LOS
76,26,0,2759151.216,17,16,17,21,16,0.133,18416.6108,0,0,0,216.5104654,-3.821597692,-2995662.583,NLOS
31,38,0,-139418.0392,34,33,34,34,23,0.206,18442.86133,3.24E-04,-1.19E-12,0,242.9605849,0.690892007,14.0182903,NLOS
32,55,0,-324163.7291,36,36,36,36,29,-0.211,18378.42938,-2.29E-04,8.89E-12,0,177.616238,-0.36569969,671.0505689,NLOS
1,79,0,-257529.5915,48,47,48,50,47,-0.045,18234.54624,-9.34E-06,1.10E-12,0,34.10593813,-0.255869597,16.43506815,LOS
3,52,0,-196693.6823,40,39,39,42,37,-0.248,17933.59772,1.94E-04,2.19E-11,0,266.6003547,-0.227124598,27.68399361,LOS
4,56,0,-256710.638,49,48,49,49,48,-0.068,18642.93668,-6.77E-06,6.84E-13,0,442.5510656,-0.28758011,-31.51853862,LOS
70,12,0,-216354.681,34,33,35,37,33,-0.016,17406.28407,1.28E-04,4.55E-12,0,794.1146916,-0.271345764,65.15816289,LOS
8,48,0,-1.57E+07,31,31,31,32,30,-0.338,17980.78346,0,0,0,219.5139004,-0.301000029,1.55E+07,NLOS
9,14,0,-279323.7848,33,32,33,33,30,0.01,17657.27765,-7.79E-05,-1.08E-11,0,541.4455141,0.454119608,1260.339065,NLOS
73,22,0,-219622.5539,36,35,36,36,28,0.355,18554.64422,1.17E-04,1.82E-12,0,354.2446428,-8.997208152,47.84980381,NLOS
74,44,0,-243752.8078,43,42,43,43,41,0.179,18596.45104,3.67E-05,1.82E-12,0,396.051463,-0.731236987,49.0593719,NLOS
11,54,0,-421386.4958,45,44,45,45,36,-0.031,18637.80717,-5.56E-04,-2.39E-12,0,437.4908784,-0.266005728,-12.83530616,LOS
76,26,0,2740966.5,17,16,17,21,16,-2.905,18420.8861,0,0,0,220.4859763,3.975510892,-2995678.267,NLOS
31,38,0,-157620.1352,34,33,34,34,23,0.007,18442.92485,3.24E-04,-1.19E-12,0,243.3646537,0.404068727,15.71375537,NLOS
32,55,0,-342363.4931,37,36,36,37,29,0.246,18378.42268,-2.29E-04,8.89E-12,0,177.5645662,-0.051671822,670.4170829,NLOS
1,79,0,-275729.6732,48,47,48,50,47,0.119,18234.60881,-9.34E-06,1.10E-12,0,34.18466675,0.07872862,16.11698775,LOS
3,52,0,-214894.3652,40,40,40,42,37,0.136,17933.579,1.94E-04,2.19E-11,0,266.5618363,0.038518358,27.97337763,LOS
4,56,0,-274910.9757,49,48,49,49,48,0.107,18642.97504,-6.77E-06,6.84E-13,0,442.593332,0.042266373,-31.58072718,LOS
70,12,0,-234554.826,34,33,34,37,33,-0.447,17405.536,1.28E-04,4.55E-12,0,794.8627571,-0.74806546,64.90437044,LOS
8,48,0,-1.58E+07,32,31,31,32,30,0.356,17980.85024,0,0,0,219.5816625,-0.067762095,1.55E+07,NLOS
9,14,0,-297527.3918,33,32,33,33,30,-0.066,17657.2531,-7.79E-05,-1.08E-11,0,541.1753444,0.270169646,1263.542683,NLOS
73,22,0,-237824.882,35,35,36,36,28,-0.394,18562.1365,1.17E-04,1.82E-12,0,361.7369244,7.492281582,49.77830166,NLOS
74,44,0,-261953.697,42,42,43,43,41,0.09,18596.88566,3.67E-05,1.82E-12,0,396.4860794,0.434616361,49.54899005,NLOS
11,54,0,-439587.0524,46,45,45,46,36,0.057,18637.83961,-5.56E-04,-2.39E-12,0,437.5272253,0.036346868,-12.67953464,LOS
76,26,0,2722778.445,17,16,17,21,16,0.45,18425.45806,0,0,0,225.0579333,4.571957044,-2995690.611,NLOS
31,38,0,-175821.8854,34,33,34,34,23,0.266,18442.98836,3.24E-04,-1.19E-12,0,243.8713547,0.506701026,17.0635042,NLOS
32,55,0,-360564.2359,37,36,37,37,29,-0.08,18378.47818,-2.29E-04,8.89E-12,0,177.5272829,-0.037283361,670.4626654,NLOS
1,79,0,-293930.288,48,47,48,50,47,0.246,18234.76902,-9.34E-06,1.10E-12,0,34.06868564,-0.115981109,16.03223821,LOS
3,52,0,-233095.9025,41,40,40,42,37,0.059,17933.64489,1.94E-04,2.19E-11,0,266.8360603,-0.274223942,28.81725704,LOS
4,56,0,-293111.347,49,48,49,49,48,0.151,18643.10036,-6.77E-06,6.84E-13,0,442.4129128,-0.180419154,-31.90918739,LOS
70,12,0,-252755.7607,34,33,34,37,33,0.578,17407.00234,1.28E-04,4.55E-12,0,793.6962101,1.166547,65.14052933,LOS
8,48,0,-1.58E+07,32,31,32,32,30,0.211,17980.98022,0,0,0,219.3647751,0.2168874,1.55E+07,NLOS
9,14,0,-315730.356,33,32,33,33,30,0.383,17657.34384,-7.79E-05,-1.08E-11,0,541.8060316,-0.630687162,1265.803776,NLOS
73,22,0,-256023.0862,35,34,36,36,28,-0.068,18557.42495,1.17E-04,1.82E-12,0,356.7255797,-5.011344723,47.28316122,NLOS
74,44,0,-280154.8734,42,42,43,43,41,0.143,18597.18454,3.67E-05,1.82E-12,0,396.4851723,-9.07E-04,50.02610277,NLOS
11,54,0,-457787.5959,46,45,46,46,36,0.072,18637.96361,-5.56E-04,-2.39E-12,0,437.3358194,-0.19140587,-12.8366932,LOS
76,26,0,2704578.29,16,15,17,21,15,-2.163,18436.9752,0,0,0,236.2752846,11.21735125,-2995691.157,NLOS
31,38,0,-194024.0502,34,33,34,34,23,0.049,18443.14909,3.24E-04,-1.19E-12,0,243.4879304,-0.383424319,18.52800232,NLOS
32,55,0,-378764.9991,37,36,37,37,29,0.09,18378.38913,-2.29E-04,8.89E-12,0,177.5248208,-0.002462048,670.5285816,NLOS
1,79,0,-312131.4649,48,47,48,50,47,0.018,18234.74819,-9.34E-06,1.10E-12,0,34.04971695,-0.018968694,16.50954792,LOS
3,52,0,-251296.8522,41,41,41,42,37,-0.092,17933.53483,1.94E-04,2.19E-11,0,266.9918389,-0.155778635,29.07369561,LOS
4,56,0,-311312.9796,49,48,49,49,48,-0.051,18643.05084,-6.77E-06,6.84E-13,0,442.3529807,-0.059932109,-30.97632161,LOS
70,12,0,-270957.3641,34,33,34,37,33,-0.441,17405.9765,1.28E-04,4.55E-12,0,794.7220585,-1.025848363,66.04541944,LOS
8,48,0,-1.58E+07,32,31,32,32,30,-0.299,17980.94566,0,0,0,219.1146576,0.250117511,1.55E+07,NLOS
9,14,0,-333933.577,33,32,33,33,30,-0.045,17657.24833,-7.79E-05,-1.08E-11,0,542.1986762,-0.392644659,1268.321577,NLOS
73,22,0,-274234.474,35,34,35,36,28,-0.032,18570.89424,1.17E-04,1.82E-12,0,370.1948653,13.46928556,57.97156765,NLOS
74,44,0,-298355.7235,42,41,42,43,41,0.078,18596.25557,3.67E-05,1.82E-12,0,395.5561931,-0.928979248,50.17674233,NLOS
11,54,0,-475989.3421,46,45,46,46,36,0.16,18637.93029,-5.56E-04,-2.39E-12,0,437.2945138,-0.041305654,-11.79115132,LOS
76,26,0,2686408.536,16,15,17,21,15,-0.566,18407.22258,0,0,0,206.5226633,-29.75262124,-2995722.103,NLOS
31,38,0,-212226.2109,34,33,34,34,23,0.185,18443.14012,3.24E-04,-1.19E-12,0,243.5590544,0.071124006,19.98850444,NLOS
32,55,0,-396965.5016,37,36,37,37,29,-0.379,18378.2945,-2.29E-04,8.89E-12,0,177.3540111,-0.170809723,670.3338177,NLOS
1,79,0,-330331.8296,48,47,48,50,47,-0.203,18234.74575,-9.34E-06,1.10E-12,0,34.05322244,0.003505487,16.17458078,LOS
3,52,0,-269497.9538,41,41,41,42,37,-0.244,17933.44324,1.94E-04,2.19E-11,0,267.2170281,-0.225189142,29.48191085,LOS
4,56,0,-329513.0884,49,48,49,49,48,-0.219,18643.02728,-6.77E-06,6.84E-13,0,442.3294265,-0.023554206,-31.56715717,LOS
70,12,0,-289159.5668,33,33,34,37,33,-0.096,17408.25856,1.28E-04,4.55E-12,0,792.439991,2.28206744,67.5494705,LOS
8,48,0,-1.58E+07,32,31,32,32,30,-0.102,17980.93992,0,0,0,218.9579894,0.156668179,1.55E+07,NLOS
9,14,0,-352135.4865,33,32,33,33,30,-0.551,17657.15619,-7.79E-05,-1.08E-11,0,542.7813893,-0.582713045,1269.527937,NLOS
73,22,0,-292428.864,35,34,35,36,28,-0.109,18553.62385,1.17E-04,1.82E-12,0,352.9244736,-17.27039164,51.66221659,NLOS
74,44,0,-316556.0019,42,41,42,43,41,-0.217,18596.55626,3.67E-05,1.82E-12,0,395.8568923,0.300699167,49.75578431,NLOS
11,54,0,-494189.5916,46,45,46,46,36,-0.262,18637.89077,-5.56E-04,-2.39E-12,0,437.2195012,-0.075012535,-12.24228983,LOS
76,26,0,2668232.785,16,15,16,21,15,2.809,18412.87645,0,0,0,212.1765339,5.653870553,-2995747.052,NLOS
31,38,0,-230427.884,34,33,34,34,23,0.002,18443.133,3.24E-04,-1.19E-12,0,243.235482,-0.323572341,20.96133058,NLOS
32,55,0,-415166.3988,37,36,37,37,29,0.09,18378.25578,-2.29E-04,8.89E-12,0,177.9063279,0.552316822,671.1334048,NLOS
1,79,0,-348531.666,48,47,48,50,47,0.189,18234.78904,-9.34E-06,1.10E-12,0,34.69796053,0.644738093,15.91106376,LOS
3,52,0,-287698.2275,41,40,41,42,37,0.049,17933.38673,1.94E-04,2.19E-11,0,266.8439876,0.373040471,29.66180278,LOS
4,56,0,-347713.1076,49,48,49,49,48,0.233,18643.04085,-6.77E-06,6.84E-13,0,442.9507564,0.621329848,-31.64814073,LOS
70,12,0,-307357.0298,33,32,34,37,32,-0.072,17403.27654,1.28E-04,4.55E-12,0,796.8224303,-4.382439259,64.91350077,LOS
8,48,0,-1.58E+07,33,32,32,33,30,0.45,17980.96948,0,0,0,218.0919155,0.866073925,1.55E+07,NLOS
9,14,0,-370335.7508,32,32,33,33,30,0.066,17657.10681,-7.79E-05,-1.08E-11,0,542.4918889,0.289500408,1269.688597,NLOS
73,22,0,-310609.1849,35,29,35,36,28,-0.643,18538.46778,1.17E-04,1.82E-12,0,338.3679885,-14.55648516,31.88328706,NLOS
74,44,0,-334754.5937,42,41,42,43,41,0.373,18596.11348,3.67E-05,1.82E-12,0,396.0136877,0.156795409,48.24784601,NLOS
11,54,0,-512389.2388,46,45,46,46,36,0.162,18637.90592,-5.56E-04,-2.39E-12,0,437.8606137,0.641112503,-12.69611753,LOS
76,26,0,2650042.889,16,15,16,21,15,1.584,18426.24332,0,0,0,226.1429856,13.9664517,-2995757.256,NLOS
31,38,0,-248617.7601,27,26,34,34,23,0.293,18442.76028,3.24E-04,-1.19E-12,0,231.2644135,-11.97106852,10.73666876,NLOS
32,55,0,-433366.2159,37,36,37,37,29,-0.129,18378.20392,-2.29E-04,8.89E-12,0,177.3199124,-0.586415473,670.2532351,NLOS
1,79,0,-366732.2177,48,48,48,50,47,-0.027,18234.82184,-9.34E-06,1.10E-12,0,34.13080416,-0.567156367,15.76318157,LOS
3,52,0,-305898.6142,41,40,41,42,37,-0.026,17933.35113,1.94E-04,2.19E-11,0,267.5339867,-0.689999104,29.35515529,LOS
4,56,0,-365913.7807,49,48,49,49,48,-0.053,18643.0489,-6.77E-06,6.84E-13,0,442.3573641,-0.593392305,-31.67479499,LOS
70,12,0,-325556.8032,33,32,33,37,32,-0.016,17404.75086,1.28E-04,4.55E-12,0,795.9476897,0.874740545,63.98839696,LOS
8,48,0,-1.59E+07,33,32,33,33,30,-0.248,17980.98148,0,0,0,218.6770837,-0.585168149,1.55E+07,NLOS
9,14,0,-388538.1515,32,31,33,33,30,-0.34,17657.08373,-7.79E-05,-1.08E-11,0,543.3386569,-0.846768025,1271.38622,NLOS
73,22,0,-328830.9432,30,29,35,36,28,0.381,18581.98823,1.17E-04,1.82E-12,0,381.2888588,42.92087036,52.94221267,NLOS
74,44,0,-352955.3894,42,41,42,43,41,0.236,18596.48114,3.67E-05,1.82E-12,0,395.7817652,-0.231922463,48.34411499,NLOS
11,54,0,-530590.3355,46,45,46,46,36,-0.123,18637.91156,-5.56E-04,-2.39E-12,0,437.2835845,-0.577029258,-12.30000818,LOS
76,26,0,2631854.109,16,15,16,21,15,5.185,18427.29033,0,0,0,226.5904137,0.447428148,-2995769.176,NLOS
31,38,0,-266799.5036,25,24,34,34,23,1.096,18444.578,3.24E-04,-1.19E-12,0,224.2786872,-6.985726312,-8.220035922,NLOS
32,55,0,-451567.1343,37,36,37,37,29,0.072,18378.21118,-2.29E-04,8.89E-12,0,178.2940096,0.974097125,671.373787,NLOS
1,79,0,-384931.9461,48,48,48,50,47,0.137,18234.91491,-9.34E-06,1.10E-12,0,35.12436063,0.993556466,15.6913021,LOS
3,52,0,-324098.8385,41,40,41,42,37,-0.048,17933.34718,1.94E-04,2.19E-11,0,266.539143,0.994843744,29.78550198,LOS
4,56,0,-384113.698,49,48,49,49,48,0.094,18643.1107,-6.77E-06,6.84E-13,0,443.3274616,0.970097497,-31.55781439,LOS
70,12,0,-343752.4035,33,32,33,37,32,-0.002,17401.40232,1.28E-04,4.55E-12,0,798.3968562,-2.449166451,59.7895393,LOS
8,48,0,-1.59E+07,33,32,33,33,30,0.422,17981.06488,0,0,0,218.116312,0.560771655,1.55E+07,NLOS
9,14,0,-406737.9123,32,31,32,33,30,0.307,17657.09443,-7.79E-05,-1.08E-11,0,542.6160714,0.722585548,1271.343177,NLOS
73,22,0,-347037.763,30,29,35,36,28,-0.033,18564.97953,1.17E-04,1.82E-12,0,365.1795391,-16.10931968,59.96200057,NLOS
74,44,0,-371155.398,42,41,42,43,41,-0.338,18597.79998,3.67E-05,1.82E-12,0,397.9999891,2.218223862,48.55276102,NLOS
11,54,0,-548789.8715,46,46,46,46,36,0.121,18637.97582,-5.56E-04,-2.39E-12,0,438.2265995,0.943015039,-12.56530295,LOS
76,26,0,2613664.465,16,15,16,21,15,2.774,18426.29567,0,0,0,226.4951287,-0.095285036,-2995779.332,NLOS
32,55,0,-469768.2985,37,37,37,37,29,0.028,18378.16689,-2.29E-04,8.89E-12,0,177.8082669,-0.485742677,672.1404488,NLOS
1,79,0,-403132.3972,49,48,48,50,47,0.093,18234.94937,-9.34E-06,1.10E-12,0,34.55440774,-0.56995289,15.7426232,LOS
3,52,0,-342299.6677,41,40,41,42,37,0.066,17933.28394,1.94E-04,2.19E-11,0,267.0196748,-0.480531842,30.22113652,LOS
4,56,0,-402314.2475,49,48,49,49,48,-0.026,18643.1127,-6.77E-06,6.84E-13,0,442.7315429,-0.595918637,-31.40816856,LOS
70,12,0,-361947.6903,29,29,33,37,29,0.149,17400.69774,1.28E-04,4.55E-12,0,799.7010252,-1.304168995,54.67753499,LOS
8,48,0,-1.59E+07,33,32,33,33,30,-0.206,17981.0784,0,0,0,218.8047677,-0.68845572,1.55E+07,NLOS
9,14,0,-424938.3436,32,31,32,33,30,-0.309,17657.04783,-7.79E-05,-1.08E-11,0,543.3618649,-0.745793544,1271.371086,NLOS
73,22,0,-365251.3368,31,30,30,36,28,-0.01,18572.12943,1.17E-04,1.82E-12,0,371.7298461,6.550306968,73.13623456,NLOS
74,44,0,-389355.588,42,41,42,43,41,0.04,18597.13153,3.67E-05,1.82E-12,0,396.7319519,-1.268037185,48.34315655,NLOS
11,54,0,-566990.25,47,46,46,47,36,0.067,18637.98394,-5.56E-04,-2.39E-12,0,437.630853,-0.595746558,-12.58768599,LOS
76,26,0,2595458.323,16,15,16,21,15,2.505,18443.29218,0,0,0,242.8920558,16.39692717,-2995773.59,NLOS
31,38,0,-303395.6868,30,0,25,34,0,18442.166,2.24E+07,3.24E-04,-1.19E-12,8.1140537,2.25E+07,4.49E+07,187.7617765,NLOS
32,55,0,-487555.1393,38,37,37,38,29,0.336,18378.49744,-2.30E-04,1.06E-11,0.0071316,83.82533517,-261.6336021,-3.41747215,NLOS
1,79,0,-421332.664,49,48,49,50,47,0.495,18235.37002,-9.34E-06,1.10E-12,0.0036483,34.36357889,-0.190828845,15.01009285,LOS
3,52,0,-360499.7952,41,40,41,42,37,0.4,17933.61689,1.94E-04,2.19E-11,-0.0027585,267.1545628,-0.134887975,29.35553399,LOS
4,56,0,-420515.1288,49,48,49,49,48,0.527,18643.51151,-6.77E-06,6.84E-13,0.0144048,442.5361579,-0.195384972,-31.52642735,LOS
70,12,0,-380146.1924,28,27,33,37,27,0.414,17402.78062,1.28E-04,4.55E-12,-0.046272,798.2177298,1.483295385,52.1813378,LOS
8,48,0,-1.59E+07,33,33,33,33,30,0.62,17981.48903,0,0,0,219.0188044,-0.214036714,1.55E+07,NLOS
9,14,0,-443140.8907,32,31,32,33,30,0.67,17657.38149,-7.79E-05,-1.08E-11,-0.019249,543.6441363,-0.282271419,1272.915247,NLOS
73,22,0,-383425.1623,31,30,31,36,28,0.672,18534.66831,1.17E-04,1.82E-12,0.02486,333.6691431,-38.06070299,45.96254712,NLOS
74,44,0,-407556.3932,42,41,42,43,41,0.707,18597.01676,3.67E-05,1.82E-12,0.0168204,396.0175993,-0.714352585,48.14921734,NLOS
11,53,0,-585191.5323,47,46,47,47,36,0.414,18638.36568,-5.56E-04,-2.39E-12,0.014389,437.4016772,-0.22917572,-12.30574359,LOS
76,26,0,2577245.127,17,16,16,21,15,2.204,18452.471,0,0,0.014388,251.4712855,8.579229612,-2995761.394,NLOS
31,38,0,-321581.5435,31,30,30,34,0,0.856,18443.96026,3.24E-04,-1.19E-12,0.0112133,229.0696119,-2.25E+07,172.6183595,NLOS
32,55,0,-505754.6456,38,37,38,38,29,-0.123,18378.48061,-2.30E-04,1.06E-11,0,178.1167488,261.9420839,-4.308082838,NLOS
1,79,0,-439532.9653,48,48,49,50,47,-0.102,18235.42563,-9.34E-06,1.10E-12,0,35.00391096,0.640332069,14.91151594,LOS
3,52,0,-378700.8071,41,40,41,42,37,-0.162,17933.58035,1.94E-04,2.19E-11,0,266.559561,0.595001724,29.97389897,LOS
4,56,0,-438715.2651,49,48,49,49,48,-0.058,18643.54125,-6.77E-06,6.84E-13,0,443.173291,0.637133077,-31.79001371,LOS
70,12,0,-398330.9841,28,28,29,37,27,-1.127,17390.36887,1.28E-04,4.55E-12,0,810.0298948,-11.81216497,36.57425732,LOS
8,48,0,-1.59E+07,33,33,33,33,30,-0.299,17981.53265,0,0,0,218.4239211,0.594883308,1.55E+07,NLOS
9,14,0,-461343.6924,31,27,32,33,27,0.049,17657.40032,-7.79E-05,-1.08E-11,0,542.9177583,0.726378005,1275.31357,NLOS
73,22,0,-401618.0127,30,29,31,36,28,-0.398,18553.81085,1.17E-04,1.82E-12,0,353.4112683,19.74212522,38.41346429,NLOS
74,44,0,-425759.6137,42,41,42,43,41,0.087,18599.32006,3.67E-05,1.82E-12,0,398.9204752,2.902875934,50.97018233,NLOS
11,53,0,-603392.3125,47,46,47,47,36,-0.004,18638.40376,-5.56E-04,-2.39E-12,0,437.9936293,0.591952104,-11.92642793,LOS
76,26,0,2559037.564,17,17,17,21,15,1.882,18447.27083,0,0,0,246.8707055,-4.600579966,-2995754.231,NLOS
