 PRN, GPS Software Time, Elevation,Is Carrier Lock, residuals, C/No Max, C/No Min, MaxCno2Second, Delta Carrier Freq, Delta Carrier phase, Clock Bias, Clock Drift, Delta Ionospheric Delay, deltaCorrected PR, 2nd delta,PS Residual, Los Value
3,466552.0016,66,0,-425678.5368,47,46,48,-0.088,18075.26212,1.94E-04,2.18E-11,0,167.4527306,-13.88245805,7.914557755,NLOS
23,466552.0016,58,0,-510380.9932,28,27,30,0.664,18061.06449,-8.63E-05,-5.90E-13,0,186.0335498,-28.55138926,762.6686676,NLOS
9,466552.0016,30,0,-507118.4838,43,42,42,0.166,17816.918,-7.85E-05,-1.18E-11,0,420.4789894,-10.25375181,-138.2287137,LOS
73,466552.0016,10,0,-448477.2244,46,29,32,0.415,18691.41717,1.18E-04,9.09E-13,0,439.752805,31.63815398,-1.074319031,NLOS
74,466552.0016,20,0,-472625.7105,30,0,30,-0.277,18915.19403,3.71E-05,1.82E-12,0,663.5299393,-17.65732228,18.21371021,NLOS
11,466552.0016,30,0,-650358.1445,29,28,29,0.191,18840.66328,-5.56E-04,-1.73E-14,0,602.5086407,-13.70076265,-67.9415747,NLOS
1,466553.0017,56,0,-505369.8134,33,32,32,-0.363,18615.9199,-8.59E-06,1.09E-12,0,378.9454165,5.049860518,820.3644962,NLOS
3,466553.0017,66,0,-443916.1609,47,46,47,-0.09,18074.63905,1.94E-04,2.18E-11,0,162.3292328,5.123497825,8.57039126,NLOS
23,466553.0017,58,0,-528622.1016,28,27,29,0.633,18059.79139,-8.63E-05,-5.90E-13,0,177.1835875,8.849962231,766.8021098,NLOS
9,466553.0017,30,0,-525352.4011,43,43,43,0.543,17817.04413,-7.85E-05,-1.18E-11,0,419.9342073,0.544782095,-141.2898111,LOS
73,466553.0017,10,0,-466700.3393,46,36,46,0.535,18622.54378,1.18E-04,9.09E-13,0,385.5692505,-54.1835545,-14.93394521,NLOS
11,466553.0017,30,0,-668604.3812,32,29,29,0.182,18840.7621,-5.56E-04,-1.73E-14,0,603.7872898,1.278649081,-58.6796695,NLOS
32,466554.0017,44,0,-589159.6723,45,44,46,0.492,18503.55894,-2.30E-04,1.20E-11,0,330.2780414,54.28348561,-30.85712805,LOS
1,466554.0017,56,0,-523534.1013,33,32,33,0.793,18620.33638,-8.59E-06,1.09E-12,0,405.761045,26.81562851,800.1415936,NLOS
3,466554.0017,66,0,-462102.9863,47,46,47,0.4,18080.72057,1.94E-04,2.18E-11,0,106.2576968,56.07153594,10.89123489,NLOS
23,466554.0017,58,0,-546785.2929,29,28,28,-0.822,18058.60178,-8.63E-05,-5.90E-13,0,144.1766147,33.00697283,745.4821533,NLOS
9,466554.0017,30,0,-543542.678,45,43,43,-0.67,17823.45134,-7.85E-05,-1.18E-11,0,368.6746183,51.25958908,-135.5274973,LOS
73,466554.0017,10,0,-484794.5284,34,30,46,-0.496,18495.252,1.18E-04,9.09E-13,0,310.7411449,-74.82810562,-105.2556727,NLOS
74,466554.0017,20,0,-508978.8278,42,23,30,0.461,18801.13062,3.71E-05,1.82E-12,0,616.6200418,-51.73959706,-50.15377571,NLOS
11,466554.0017,30,0,-686812.0647,32,31,32,1.15,18853.19295,-5.56E-04,-1.73E-14,0,662.5928085,58.80551878,-35.50731022,NLOS
32,466555.0018,44,2,-607370.4229,43,42,46,-0.151,18513.31778,-2.30E-04,1.20E-11,0,290.9090483,-39.36899311,-39.09026013,LOS
1,466555.0018,56,2,-541760.2041,36,33,33,0.041,18616.40104,-8.59E-06,1.09E-12,0,408.0698907,2.308845643,807.2574441,NLOS
3,466555.0018,66,2,-480321.2437,47,46,47,-0.088,18074.87126,1.94E-04,2.18E-11,0,142.2066516,-35.94895474,10.16786674,NLOS
23,466555.0018,58,0,-564998.5188,30,29,29,-0.067,18059.54586,-8.63E-05,-5.90E-13,0,163.4375037,-19.26088905,739.7205333,NLOS
9,466555.0018,30,2,-561759.3874,45,45,45,0.131,17817.05897,-7.85E-05,-1.18E-11,0,401.7415387,-33.06692041,-137.8088712,LOS
74,466555.0018,20,0,-527224.941,40,34,42,0.66,18928.24552,3.71E-05,1.82E-12,0,709.2588111,92.63876927,-23.02727734,NLOS
11,466555.0018,30,0,-705023.9141,32,32,32,-0.326,18841.75923,-5.56E-04,-1.73E-14,0,620.4885862,-42.10422235,-42.64516518,NLOS
32,466556.0019,44,0,-625618.0044,42,18,45,-0.087,18513.23927,-2.30E-04,1.20E-11,0,332.6816644,41.77261605,-14.68945995,LOS
1,466556.0019,56,2,-559980.9393,37,36,36,-0.081,18616.33054,-8.59E-06,1.09E-12,0,386.4866506,-21.58324007,804.8086191,NLOS
3,466556.0019,66,2,-498543.6065,47,46,47,-0.046,18074.83286,1.94E-04,2.18E-11,0,150.0575082,-7.850856591,9.35289333,NLOS
23,466556.0019,58,0,-583231.2029,30,29,30,-0.234,18059.32025,-8.63E-05,-5.90E-13,0,168.0504831,-4.612979375,749.2201377,NLOS
9,466556.0019,30,2,-580000.3845,45,45,45,-0.139,17816.92982,-7.85E-05,-1.18E-11,0,406.4483436,-4.706804939,-119.9996634,LOS
74,466556.0019,20,0,-545467.8045,34,32,42,-0.598,18905.85583,3.71E-05,1.82E-12,0,682.672024,-26.58678709,-3.347596668,NLOS
11,466556.0019,30,2,-723245.13,33,32,32,-0.205,18841.5632,-5.56E-04,-1.73E-14,0,615.9051777,-4.583408479,-44.61360983,NLOS
32,466557.0019,44,0,-643631.3287,32,25,43,0.003,18513.23697,-2.30E-04,1.20E-11,0,307.0481908,-25.63347362,-181.6756363,NLOS
1,466557.0019,56,2,-578146.2604,38,37,37,-0.134,18616.18983,-8.59E-06,1.09E-12,0,430.54823,44.06157943,789.8160709,NLOS
3,466557.0019,66,2,-516723.307,47,46,47,-0.213,18074.61318,1.94E-04,2.18E-11,0,104.1720689,45.88543925,8.745812245,NLOS
23,466557.0019,58,0,-601523.5715,30,29,30,0.039,18059.3521,-8.63E-05,-5.90E-13,0,108.0229146,60.02756853,861.2745281,NLOS
9,466557.0019,30,2,-598354.3049,46,45,45,-0.162,17816.75967,-7.85E-05,-1.18E-11,0,364.5093102,41.93903339,53.60316727,LOS
74,466557.0019,20,0,-563757.3368,32,31,40,-0.355,18894.01897,3.71E-05,1.82E-12,0,713.705485,31.03346105,105.8711516,NLOS
11,466557.0019,30,2,-741432.4762,34,33,33,-0.068,18841.48833,-5.56E-04,-1.73E-14,0,671.0689435,55.16376582,-37.58145962,NLOS
32,466558.002,44,0,-661868.1641,28,27,42,0.411,18513.64423,-2.30E-04,1.20E-11,0,294.4158226,-12.63236814,-184.8093936,NLOS
1,466558.002,56,2,-596378.9047,46,38,38,0.605,18616.7942,-8.59E-06,1.09E-12,0,372.8258767,-57.72235334,782.4879184,NLOS
3,466558.002,66,2,-534963.1589,47,46,47,0.457,18075.07022,1.94E-04,2.18E-11,0,164.3251377,-60.15306875,8.631500192,NLOS
23,466558.002,58,0,-619769.3738,30,29,30,0.414,18059.765,-8.63E-05,-5.90E-13,0,184.0135541,-75.9906395,867.1039337,NLOS
9,466558.002,30,2,-616600.4809,46,45,46,0.49,17817.24864,-7.85E-05,-1.18E-11,0,423.6790328,-59.16972262,59.80290472,LOS
74,466558.002,20,0,-581944.2426,31,30,34,1.031,18849.2957,3.71E-05,1.82E-12,0,609.32352,-104.3819651,52.8047675,NLOS
11,466558.002,30,2,-759659.4128,34,33,34,0.123,18841.61031,-5.56E-04,-1.73E-14,0,602.3987047,-68.67023883,-50.61751762,NLOS
32,466559.002,44,0,-680105.8692,29,28,32,-2.604,18511.03338,-2.30E-04,1.20E-11,0,317.7253776,23.30955501,-160.3918431,NLOS
1,466559.002,56,2,-614602.7592,45,44,46,-0.117,18616.6687,-8.59E-06,1.09E-12,0,407.5640306,34.73815394,793.0516098,NLOS
3,466559.002,66,2,-553177.8131,47,47,47,0.379,18075.44112,1.94E-04,2.18E-11,0,138.9852514,25.33988624,10.00110849,NLOS
23,466559.002,58,0,-637979.7243,29,28,30,0.576,18060.33417,-8.63E-05,-5.90E-13,0,157.1434142,26.87013989,864.1630119,NLOS
9,466559.002,30,2,-634813.749,45,45,46,0.727,17817.9674,-7.85E-05,-1.18E-11,0,394.7564887,28.92254411,59.77620198,LOS
73,466559.002,10,0,-576025.2018,32,31,29,-0.106,18640.12457,1.18E-04,9.09E-13,0,426.8336441,39.35495229,49.66955118,NLOS
74,466559.002,20,0,-600218.3373,30,30,32,0.149,18955.60156,3.71E-05,1.82E-12,0,742.3109053,132.9873853,113.608833,NLOS
11,466559.002,30,2,-777881.1012,33,32,34,-0.678,18840.92448,-5.56E-04,-1.73E-14,0,630.2972223,27.89851764,-42.22040199,NLOS
32,466560.0021,44,0,-698323.2244,28,27,29,2.762,18513.79583,-2.30E-04,1.20E-11,0,296.55889,-21.16648759,-159.3222195,NLOS
1,466560.0021,56,2,-632821.1627,46,45,46,0.135,18616.80292,-8.59E-06,1.09E-12,0,398.4210179,-9.143012676,795.1662934,NLOS
3,466560.0021,66,2,-571394.0256,48,47,47,-0.385,18075.05583,1.94E-04,2.18E-11,0,139.7045159,-0.719264448,9.930937756,NLOS
23,466560.0021,58,0,-656209.8618,29,28,30,-0.885,18059.44844,-8.63E-05,-5.90E-13,0,141.4280007,15.7154135,878.0113006,NLOS
9,466560.0021,30,2,-653030.1203,45,44,46,-0.83,17817.13703,-7.85E-05,-1.18E-11,0,397.0625241,-2.306035407,59.85483946,LOS
73,466560.0021,10,0,-594261.9883,32,31,32,-0.113,18638.0589,1.18E-04,9.09E-13,0,421.7700481,-5.063595999,70.1671933,NLOS
74,466560.0021,20,0,-618452.7464,30,29,31,-0.866,18913.46587,3.71E-05,1.82E-12,0,697.177289,-45.13361628,131.7293554,NLOS
11,466560.0021,30,0,-796094.2854,33,32,34,0.731,18841.65421,-5.56E-04,-1.73E-14,0,617.5635242,-12.7336981,-45.32524423,NLOS
32,466561.0022,44,0,-716534.1497,28,27,29,-0.524,18513.28011,-2.30E-04,1.20E-11,0,297.5708747,1.011984661,-162.5839118,NLOS
1,466561.0022,56,2,-651034.6352,47,46,46,0.064,18616.87574,-8.59E-06,1.09E-12,0,403.0660543,4.645036388,794.44855,LOS
3,466561.0022,66,2,-589609.2735,48,47,48,-0.025,18075.03808,1.94E-04,2.18E-11,0,138.0042814,1.700234532,10.99483382,NLOS
23,466561.0022,58,0,-674413.1665,29,29,29,0.469,18059.92632,-8.63E-05,-5.90E-13,0,166.0619342,-24.63393354,867.1252366,NLOS
9,466561.0022,30,2,-671244.7689,45,44,45,0.052,17817.19766,-7.85E-05,-1.18E-11,0,397.1867314,-0.124207251,60.30937985,LOS
73,466561.0022,10,0,-612459.735,32,31,32,0.25,18603.42396,1.18E-04,9.09E-13,0,389.2336591,-32.53638898,53.72356972,NLOS
74,466561.0022,20,0,-636665.0855,30,29,30,0.692,18895.97443,3.71E-05,1.82E-12,0,681.7843987,-15.39289024,129.878416,NLOS
11,466561.0022,30,2,-814314.6052,33,32,33,0.185,18841.84789,-5.56E-04,-1.73E-14,0,635.4588573,17.8953331,-39.19610932,NLOS
32,466562.0022,44,0,-734757.1678,28,27,28,0.037,18513.30915,-2.30E-04,1.20E-11,0,306.8429506,9.272075944,-153.4529348,NLOS
1,466562.0022,56,2,-669254.1472,47,46,47,-0.123,18616.74373,-8.59E-06,1.09E-12,0,401.3310171,-1.735037215,800.0700562,LOS
3,466562.0022,66,2,-607821.905,48,47,48,-0.118,18074.91378,1.94E-04,2.18E-11,0,140.1121735,-2.107892126,9.742074549,NLOS
23,466562.0022,58,0,-692619.8902,29,29,29,-0.928,18058.99073,-8.63E-05,-5.90E-13,0,163.4629295,2.599004768,859.9579444,NLOS
9,466562.0022,30,2,-689458.872,45,44,45,-0.117,17817.07213,-7.85E-05,-1.18E-11,0,399.2958558,-2.109124448,60.51811125,LOS
73,466562.0022,10,0,-630668.9727,31,30,32,-0.723,18613.37389,1.18E-04,9.09E-13,0,399.4833721,10.24971302,49.07073839,NLOS
74,466562.0022,20,0,-654802.1022,30,29,30,-0.719,18813.65631,3.71E-05,1.82E-12,0,599.7660715,-82.01832729,53.00494175,NLOS
11,466562.0022,30,2,-832527.6998,33,32,33,-0.34,18841.5001,-5.56E-04,-1.73E-14,0,618.6660689,-16.79278848,-39.99228973,NLOS
32,466563.0023,44,0,-752971.0863,33,23,28,0.094,18513.41071,-2.30E-04,1.20E-11,0,300.1176553,-6.725295287,-154.9206128,NLOS
1,466563.0023,56,2,-687461.257,47,46,47,0.176,18616.92845,-8.59E-06,1.09E-12,0,404.7738192,3.442802131,791.7904029,LOS
3,466563.0023,66,2,-626039.3938,48,47,48,0.092,18075.01311,1.94E-04,2.18E-11,0,141.5118033,-1.399629783,11.84764492,NLOS
23,466563.0023,58,0,-710844.4232,29,28,29,0.6,18059.59748,-8.63E-05,-5.90E-13,0,147.4200242,16.04290522,869.1010162,NLOS
9,466563.0023,30,2,-707674.1801,45,44,45,0.037,17817.11765,-7.85E-05,-1.18E-11,0,395.801961,3.493894868,60.43297223,LOS
73,466563.0023,10,0,-648904.2338,31,30,32,0.491,18641.22011,1.18E-04,9.09E-13,0,425.8306338,26.3472617,68.94240001,NLOS
74,466563.0023,20,0,-673020.7945,30,29,30,0.361,18912.75369,3.71E-05,1.82E-12,0,697.3644859,97.59841441,56.30801704,NLOS
11,466563.0023,30,2,-850746.7443,33,32,33,0.17,18841.67946,-5.56E-04,-1.73E-14,0,646.459564,27.7934951,-36.33756256,NLOS
32,466564.0023,44,2,-771190.9327,33,32,33,0.172,18513.57466,-2.30E-04,1.20E-11,0,303.5780273,3.460371986,-149.8607362,NLOS
1,466564.0023,56,2,-705675.1515,47,46,47,0.232,18617.15196,-8.59E-06,1.09E-12,0,399.4911672,-5.28265208,790.8950856,LOS
3,466564.0023,66,2,-644252.4339,48,47,48,0.188,18075.1924,1.94E-04,2.18E-11,0,140.494335,1.017468266,10.10405264,NLOS
23,466564.0023,58,2,-729064.4169,29,28,29,0.068,18059.65865,-8.63E-05,-5.90E-13,0,149.5482823,-2.128258049,874.3043691,NLOS
9,466564.0023,30,2,-725888.3541,45,44,45,0.135,17817.24414,-7.85E-05,-1.18E-11,0,397.7662262,-1.964265268,59.81329632,LOS
73,466564.0023,10,0,-667124.931,32,18,31,0.06,18624.32093,1.18E-04,9.09E-13,0,409.5310401,-16.29959371,74.84964087,NLOS
74,466564.0023,20,0,-691257.7211,27,26,30,0.563,18918.19809,3.71E-05,1.82E-12,0,703.4084741,6.043988217,78.44500868,NLOS
11,466564.0023,30,0,-868954.7398,33,32,33,0.321,18841.991,-5.56E-04,-1.73E-14,0,618.0673113,-28.39225266,-43.1321635,NLOS
32,466565.0024,44,2,-789412.4064,33,32,33,-0.033,18513.54937,-2.30E-04,1.20E-11,0,298.4643242,-5.113703102,-147.0709902,NLOS
1,466565.0024,56,2,-723897.4195,47,46,47,0.055,18617.21667,-8.59E-06,1.09E-12,0,398.7289161,-0.762251042,794.4760124,LOS
3,466565.0024,66,2,-662471.1716,48,47,48,0.025,18075.2256,1.94E-04,2.18E-11,0,143.1974193,-2.70308432,10.16085612,NLOS
23,466565.0024,58,2,-747280.6406,29,28,29,-0.361,18059.30472,-8.63E-05,-5.90E-13,0,162.3135232,-12.76524092,871.8403998,NLOS
9,466565.0024,30,0,-744113.7532,44,26,45,0.008,17817.26092,-7.85E-05,-1.18E-11,0,394.36324,3.402986269,66.52135171,NLOS
73,466565.0024,10,0,-685409.6496,31,30,32,0.082,18688.6792,1.18E-04,9.09E-13,0,469.9920118,60.46097174,140.8810605,NLOS
